,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Syllable_Count,Difficult_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Spelling_Mistakes_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Semantic_Similarity,Connectivity_Index,Flesch_Reading_Ease_Score,Flesh_Kincaid_Grade,Avg_Sentence_Length,Dale_Challl_Readability_Score,Unique_Words_LD,Lexical_Diversity,Lexical_Density,Lexical_Originality,Total Score
136,28,650,2839,3.553846154,596,58,82,84,26,8,39,87,2,28,0,46,0,0,0,0.233353951,35.92819509,105.7008077,5.580556088,23.21428571,6.196882418,208,0.32,326,0.000410483,40
137,20,622,2764,3.620578778,609,55,85,76,40,31,33,70,5,19,3,34,0,0,0,0.233555646,36.77454574,92.4366672,8.337388342,31.1,6.575281865,212,0.340836013,335,0.000418377,40
138,24,473,2127,3.636363636,508,45,57,67,20,15,32,77,6,24,0,12,0,0,1,0.233984426,26.2326895,95.97099938,3.652007874,19.70833333,6.116253206,171,0.361522199,268,0.000337464,37
139,43,858,3855,3.637529138,916,82,138,94,30,14,61,139,15,43,0,38,0,0,4,0.233192837,31.89338842,96.26332818,3.770745405,19.95348837,6.135260622,252,0.293706294,476,0.000497316,36
140,33,592,2833,3.900337838,650,58,76,81,32,18,34,79,4,33,0,9,0,0,0,0.233303585,43.29344436,95.73800164,2.838895105,17.93939394,6.073287183,192,0.324324324,320,0.000378907,40
141,18,244,1031,3.495901639,219,16,32,25,14,5,18,32,1,18,0,11,0,0,1,0.233569896,7.673651147,117.1441439,2.302031963,13.55555556,5.344265392,92,0.37704918,126,0.00018156,30
142,23,278,1265,3.669064748,328,29,42,46,12,12,4,35,0,22,0,6,1,0,1,0.233619748,24.60147668,94.75091179,-0.027041357,12.08695652,5.883171317,95,0.341726619,151,0.00018748,32
143,45,1002,4701,3.850299401,1045,113,134,140,59,29,70,114,14,41,1,22,1,0,3,0.233513101,44.03483874,96.00379441,4.781116427,22.26666667,6.52163525,321,0.320359281,546,0.000633486,44
144,47,913,4023,3.583789704,868,58,152,79,41,24,51,159,13,47,0,27,0,0,3,0.233066015,31.3929813,106.6878551,4.024304344,19.42553191,5.603095101,234,0.256297919,506,0.000461793,37
145,29,719,3352,3.812239221,777,60,106,76,39,23,60,94,9,28,1,22,0,0,0,0.233137436,36.91841272,90.24552156,5.778486664,24.79310345,6.183901352,206,0.28650904,398,0.000406536,42
146,59,873,3805,3.570446735,777,70,107,119,31,27,41,89,3,51,6,15,2,0,4,0.233258528,39.8924694,116.5195335,2.804016753,14.79661017,5.636505793,254,0.290950745,414,0.000501263,40
147,34,771,3548,3.723735409,864,60,111,114,41,34,48,126,7,34,0,54,0,3,0,0.233255588,52.54685948,89.01371309,4.850449346,22.67647059,5.990046715,223,0.28923476,474,0.000440085,40
148,26,749,3445,3.719626168,670,37,79,121,34,31,42,81,3,26,0,4,0,0,4,0.233575856,36.47314578,101.9182898,7.651343284,28.80769231,2.20887489,186,0.248331108,388,0.000367067,30
149,48,929,4027,3.469321851,949,64,133,85,63,39,63,181,10,45,2,13,1,0,3,0.232535142,80.35141356,100.7692076,3.671942176,19.35416667,5.684259993,255,0.274488698,564,0.000503237,34
150,26,450,2107,3.78,506,20,67,59,32,11,19,76,8,26,0,5,0,0,0,0.232769206,24.83619124,94.13969231,2.494071146,17.30769231,1.560239316,140,0.311111111,264,0.000276287,44
151,50,951,4146,3.589905363,763,63,145,114,16,3,36,114,5,48,0,17,2,0,4,0.233768242,23.45518472,119.6539902,5.068870511,19.02,5.625917237,225,0.23659306,428,0.000444032,36
152,28,453,1932,3.408388521,440,38,55,62,18,4,23,64,3,27,0,16,1,0,1,0.234160216,35.55676856,108.2415646,2.687207792,16.17857143,5.763504604,158,0.348785872,226,0.000311809,35
153,44,949,4150,3.48682824,993,75,153,129,57,45,31,150,10,43,1,25,0,0,2,0.234013021,40.79960483,96.42085078,4.488730889,21.56818182,5.954174337,240,0.252897787,565,0.000473634,34
154,22,415,1999,3.944578313,468,40,59,56,16,12,23,71,27,22,0,13,0,0,1,0.234051002,22.77217732,92.28407174,3.17003885,18.86363636,6.094064074,150,0.361445783,237,0.000296021,32
155,37,604,2600,3.533112583,516,61,76,74,34,18,25,60,4,26,10,24,1,0,4,0.233808541,15.9081315,117.9916386,3.66132202,16.32432432,6.040871917,195,0.322847682,287,0.000384828,40
156,22,580,2711,3.768965517,663,58,78,75,38,26,45,86,0,21,0,16,1,0,0,0.233983449,64.83650916,83.36935737,6.485957082,26.36363636,6.523136364,193,0.332758621,348,0.000380881,34
157,45,882,3893,3.621315193,836,70,114,87,45,20,58,117,12,40,6,50,0,0,1,0.233948569,50.18617381,106.7532449,4.10461563,19.6,5.861834603,238,0.26984127,441,0.000469687,40
158,70,1143,4814,3.516185477,930,87,149,121,58,16,55,108,20,58,0,37,12,0,8,0.234221637,31.45434574,121.4268543,4.094009217,16.32857143,5.64826066,323,0.282589676,507,0.000637433,40
159,33,891,4144,3.758698092,962,80,141,111,48,41,52,125,9,32,0,24,1,0,3,0.234112009,85.51608816,88.08858586,6.708196938,27,6.393432884,268,0.300785634,518,0.000528892,37
160,41,581,2548,3.540447504,563,46,73,85,28,9,34,82,1,39,1,12,1,0,2,0.23396767,27.87928292,110.4727056,1.942630507,14.17073171,5.589523198,195,0.335628227,311,0.000384828,38
161,3,402,1966,3.900497512,481,23,65,89,13,24,17,49,9,4,0,5,0,0,7,0.233932737,183.6058522,-30.40037313,56.80195426,134,11.18630796,124,0.308457711,257,0.000244711,29
162,19,281,1223,3.537366548,278,22,30,38,9,4,18,46,0,19,0,6,0,0,0,0.234295229,9.199501715,108.1268871,2.043653919,14.78947368,5.606285653,97,0.34519573,145,0.000191427,34
163,17,602,2755,3.649501661,647,42,68,120,30,37,31,96,2,16,1,23,0,0,2,0.234246932,32.47453426,79.96813856,10.2322302,35.41176471,6.494551436,176,0.292358804,382,0.000347332,32
164,47,1006,4657,3.792246521,1078,138,131,157,44,29,50,131,2,38,8,45,2,0,3,0.234259925,47.01425119,94.45481008,4.366980223,21.40425532,6.864174921,325,0.32306163,542,0.00064138,43
165,15,335,1435,3.444776119,347,33,52,36,22,13,14,55,4,14,0,24,1,0,0,0.234136733,34.34466205,96.53621891,4.823930836,22.33333333,6.299666169,143,0.426865672,192,0.000282207,37
166,29,674,3197,3.872403561,779,56,72,109,60,27,36,69,6,26,1,25,3,0,0,0.234358084,45.53646578,85.46547478,5.095706255,23.24137931,6.101201197,170,0.252225519,373,0.000335491,34
167,12,255,1299,4.176470588,320,45,44,28,19,10,18,43,2,12,0,5,0,0,0,0.234394001,22.16208153,79.10154412,4.213125,21.25,7.476970588,128,0.501960784,162,0.000252605,29
168,24,467,2127,3.642398287,521,34,64,58,19,21,41,72,2,21,3,8,0,0,4,0.234883903,40.08876362,92.70235055,3.45321737,19.45833333,5.751226481,148,0.316916488,275,0.000292075,30
169,48,864,3893,3.670138889,949,108,111,140,47,18,34,119,5,47,1,59,0,0,2,0.234377758,39.51605567,95.64208333,2.863722998,18,6.50305,294,0.340277778,469,0.000580202,47
170,35,957,4482,3.760710554,1067,90,144,123,56,32,46,127,1,31,1,49,3,0,0,0.234620286,106.2349876,84.75786207,6.882933726,27.34285714,6.477658692,270,0.282131661,528,0.000532839,36
171,27,397,1857,3.798488665,458,48,46,60,23,13,28,66,1,26,1,8,0,0,0,0.234861104,29.85474491,94.3117483,1.253939835,14.7037037,6.274922092,156,0.392947103,236,0.000307862,40
172,9,224,1063,3.848214286,244,26,35,27,9,8,13,35,7,8,0,2,0,0,3,0.23514983,23.33957947,89.41920635,5.816120219,24.88888889,6.703756746,109,0.486607143,127,0.000215109,29
173,49,1051,4754,3.66603235,1013,97,101,126,64,3,66,143,3,49,0,45,0,0,1,0.234909849,58.25117625,103.5230869,4.715298668,21.44897959,6.157676714,289,0.274976213,503,0.000570335,40
174,70,1022,4227,3.345401174,951,71,123,119,52,28,63,148,11,60,9,51,1,0,0,0.235346592,43.08465102,113.2932994,2.389395974,14.6,5.457616947,281,0.274951076,533,0.000554547,41
175,33,724,3383,3.816298343,814,103,89,110,38,24,34,107,1,33,0,48,0,0,0,0.236060831,31.52528459,89.44994057,4.525331695,21.93939394,6.971061343,257,0.354972376,402,0.000507183,40
176,18,540,2713,4.107407407,688,55,70,98,20,21,31,77,5,18,0,16,0,0,1,0.235991587,89.21780149,68.59833333,8.578294574,30,6.732740741,178,0.32962963,317,0.000351279,32
177,37,796,3665,3.712311558,852,68,113,112,37,40,56,134,8,33,3,15,0,0,1,0.236371544,43.10791761,94.44702499,4.414953686,21.51351351,6.052464743,251,0.315326633,492,0.000495343,40
178,37,797,3477,3.570890841,753,69,117,78,50,40,31,97,11,34,1,33,2,0,0,0.236258907,55.96290839,105.0418658,4.836535659,21.54054054,6.071924613,203,0.254705144,413,0.000400616,44
179,52,790,3440,3.420253165,832,39,135,106,46,19,37,156,3,50,0,13,2,0,1,0.236644164,24.58788088,102.3170862,1.854326923,15.19230769,1.533044791,211,0.267088608,499,0.000416404,34
180,18,369,1720,3.731707317,419,33,63,47,15,20,25,70,3,18,0,2,0,0,0,0.23663779,13.79925257,89.96408537,3.880218775,20.5,6.065413821,130,0.352303523,240,0.000256552,31
181,20,484,2283,3.801652893,526,44,81,76,17,30,38,80,4,18,1,8,0,0,0,0.236973711,42.69785323,90.33067769,5.524794677,24.2,6.272274545,188,0.388429752,322,0.000371014,40
182,43,569,2525,3.55887522,604,56,83,82,29,22,22,97,5,41,0,13,2,0,0,0.236978464,24.22122687,103.6000871,1.0043647,13.23255814,5.846859488,217,0.381370826,335,0.000428244,40
183,96,1204,4916,3.42358804,907,66,163,135,32,1,52,133,13,85,2,25,9,0,4,0.236585255,18.62773867,130.3741452,3.758634578,12.54166667,5.124131451,226,0.187707641,516,0.000446006,40
184,68,865,3755,3.486705202,775,60,127,113,19,26,37,124,1,66,4,8,0,0,4,0.235988641,32.95003967,118.1259151,2.025175522,12.72058824,5.362701292,238,0.275144509,446,0.000469687,31
185,2,513,2193,3.317738791,524,18,92,49,18,41,45,99,4,1,0,2,0,0,5,0.236040512,121.4532985,-139.9265351,98.14229008,256.5,13.27643509,135,0.263157895,344,0.000266419,29
186,41,825,3930,3.893333333,967,104,107,138,51,20,51,115,5,37,2,30,3,0,0,0.236276209,58.79777072,87.24976497,3.675510884,20.12195122,6.62504575,285,0.345454545,482,0.000562441,43
187,59,1009,4418,3.591674926,872,90,117,112,40,32,48,105,7,42,8,52,9,0,1,0.236318422,26.35012494,116.3635983,3.827966879,17.10169492,5.89316825,280,0.277502478,454,0.000552573,40
188,72,988,4212,3.408906883,955,66,138,111,44,25,59,178,13,67,4,14,1,0,2,0.236149331,48.54154467,111.1326529,1.790665358,13.72222222,5.371919793,240,0.24291498,555,0.000473634,40
189,45,843,3961,3.778173191,946,59,136,128,62,49,43,111,4,44,1,44,0,0,0,0.236178875,29.75691467,92.88401186,3.123888654,18.73333333,5.670786026,203,0.240806643,529,0.000400616,36
190,35,679,2899,3.474226804,551,43,89,65,28,20,31,85,3,32,3,30,0,0,2,0.236425504,37.31315158,118.4921591,5.090912108,19.4,5.598695817,210,0.309278351,318,0.00041443,31
191,19,286,1279,3.531468531,315,30,43,46,18,6,9,48,15,18,0,0,1,0,19,0.236608688,8.269060334,98.37825727,1.589440267,15.05263158,6.039404233,123,0.43006993,170,0.000242738,15
192,35,917,4418,3.852780807,1061,85,125,128,62,37,66,137,2,34,0,24,1,0,0,0.237201078,79.95382097,82.35694002,6.431063417,26.2,6.399651407,265,0.288985823,555,0.000522971,40
193,33,515,2344,3.691262136,561,37,61,58,45,21,34,69,3,31,0,16,2,0,0,0.237576355,22.84772903,98.83834363,1.872442068,15.60606061,5.544987791,161,0.312621359,288,0.00031773,36
194,41,932,4392,3.834763948,1037,120,150,126,42,23,46,134,10,41,0,45,0,0,0,0.238109159,80.11408522,89.63120119,4.87935367,22.73170732,6.797039893,328,0.35193133,521,0.0006473,45
195,35,643,2824,3.623639191,580,76,82,83,29,23,17,76,4,31,0,20,4,0,2,0.238020151,33.1070111,111.876958,3.954581281,18.37142857,6.41403701,223,0.34681182,310,0.000440085,35
196,51,925,4294,3.792432432,960,102,110,132,50,34,40,124,8,51,0,30,0,0,0,0.238077542,54.65653342,100.6246052,3.120968137,18.1372549,6.277275411,289,0.312432432,490,0.000570335,45
197,35,929,4555,3.984930032,1104,141,123,147,63,47,53,134,21,33,2,27,0,0,0,0.238133957,88.24628223,79.35750915,6.641243271,26.54285714,7.349570386,334,0.359526372,567,0.000659141,40
198,37,779,3694,3.833119384,904,96,114,102,50,32,49,107,1,35,0,40,2,0,0,0.238253504,50.98322903,87.29003886,4.107011481,21.05405405,6.626660414,258,0.331193838,454,0.000509157,40
199,45,992,4320,3.532258065,972,77,155,106,35,34,69,156,7,40,3,17,2,0,1,0.239222718,43.47261142,101.5655341,4.876798354,22.04444444,5.955539525,278,0.280241935,555,0.000548626,36
200,7,192,939,3.8125,226,25,31,33,9,5,14,32,1,7,0,3,0,0,0,0.23919065,22.46775045,79.41375,7.026207332,27.42857143,7.052946726,89,0.463541667,124,0.000175639,28
201,26,760,3552,3.721052632,850,70,116,95,30,26,50,135,12,26,0,21,0,0,0,0.238897582,70.32968671,82.54734818,7.710588235,29.23076923,6.540688259,208,0.273684211,452,0.000410483,40
202,3,518,2301,3.519305019,593,39,76,95,30,18,22,90,6,3,0,5,0,0,0,0.238925791,148.6672136,-65.27070142,71.80758853,172.6666667,13.38958906,181,0.349420849,331,0.000357199,20
203,48,850,3908,3.667058824,960,67,127,105,46,40,47,179,9,47,1,14,0,0,0,0.23859099,42.2299081,93.31280637,2.657916667,17.70833333,5.759456863,223,0.262352941,544,0.000440085,36
204,37,820,3752,3.757317073,828,94,91,124,50,38,37,80,2,37,0,53,0,0,2,0.239078804,49.54057239,98.91503955,4.823557906,22.16216216,6.545816414,283,0.345121951,420,0.000558494,46
205,28,401,1744,3.50872818,382,33,47,39,21,0,17,81,0,26,0,16,2,0,1,0.239520182,18.57866087,111.7072288,2.11762528,14.32142857,5.646269291,137,0.341645885,205,0.000270366,32
206,30,631,3071,3.935023772,753,78,84,81,51,37,41,100,5,28,0,20,2,0,0,0.239333483,50.84918132,84.52927285,4.087180611,21.03333333,6.631607533,234,0.370839937,394,0.000461793,41
207,48,987,4644,3.866261398,1035,96,119,159,48,38,29,119,3,46,0,43,2,0,1,0.23864076,38.81061497,97.24977679,4.072128623,20.5625,6.192205471,295,0.298885512,512,0.000582176,44
208,28,610,2827,3.724590164,658,53,83,93,30,23,41,104,1,28,0,12,0,0,0,0.23848163,43.99705408,93.46545082,4.514209726,21.78571429,6.088989461,218,0.357377049,374,0.000430218,36
209,73,1064,4570,3.531015038,985,91,141,128,49,19,42,129,14,66,2,38,5,0,0,0.238448894,29.47146188,113.7224184,2.418724706,14.57534247,5.709897513,277,0.260338346,508,0.000546653,42
210,59,940,4209,3.630851064,984,84,150,118,56,19,38,156,5,56,0,21,3,0,1,0.238540782,68.41547798,102.1038136,2.186764503,15.93220339,5.837758565,254,0.270212766,537,0.000501263,42
211,14,554,2550,3.729241877,583,39,98,91,20,29,40,88,12,14,0,2,0,0,1,0.238565995,23.94863718,77.64148014,11.86375031,39.57142857,6.710813254,187,0.337545126,366,0.00036904,31
212,16,368,1698,3.788043478,398,58,38,59,40,12,17,36,4,14,4,17,0,0,3,0.238620008,28.92277195,91.99326087,5.021802764,23,7.265941304,174,0.472826087,202,0.000343385,40
213,19,530,2348,3.494339623,505,30,93,48,21,27,32,95,6,16,0,15,1,0,1,0.238661342,25.5157506,97.91240814,7.15994789,27.89473684,5.913852532,145,0.273584906,316,0.000286154,32
214,25,640,3270,4.1875,882,112,51,135,47,27,38,73,2,25,0,14,0,0,0,0.238605185,49.19110813,64.261625,6.731558277,25.6,7.66951,235,0.3671875,371,0.000463767,43
215,26,819,3783,3.709401709,864,44,122,95,47,38,55,142,9,26,0,27,0,0,3,0.238732515,33.02858442,85.61414835,8.555416667,31.5,6.047202808,196,0.239316239,499,0.000386801,31
216,26,526,2468,3.870722433,420,34,71,46,10,18,32,51,3,25,0,5,1,0,7,0.23874901,25.21979622,118.7494384,5.488095238,20.23076923,5.660592542,133,0.252851711,228,0.000262472,36
217,33,654,3292,4.131498471,795,65,87,90,43,17,49,83,4,33,0,30,0,0,1,0.23870783,34.50215392,83.88009591,3.512624357,19.81818182,6.188824326,198,0.302752294,369,0.000390748,35
218,53,971,4359,3.635427394,984,86,119,142,70,33,40,143,7,49,2,24,2,0,4,0.238414038,62.77884904,102.5067872,3.294860408,18.32075472,5.943705829,305,0.314109166,547,0.00060191,36
219,40,706,3167,3.621813031,764,74,113,85,48,26,41,108,8,37,2,24,1,0,2,0.238670615,51.53603263,97.37010836,2.763188482,17.65,6.166982493,246,0.348441926,421,0.000485475,40
220,44,991,4592,3.783047427,1034,98,119,134,69,13,57,132,7,42,1,51,1,0,0,0.239168233,34.07979922,95.70359428,4.884284333,22.52272727,6.315100532,309,0.311806256,524,0.000609804,45
221,35,664,3208,3.918674699,758,84,95,101,46,26,37,91,4,35,0,44,0,0,0,0.238980965,34.26676173,91.00249398,3.192961176,18.97142857,6.575012978,246,0.370481928,396,0.000485475,40
222,14,198,903,3.661616162,218,22,36,28,6,12,10,38,1,14,0,4,0,0,0,0.23894304,15.29859463,99.33454545,1.200288336,14.14285714,6.092430159,98,0.494949495,130,0.000193401,38
223,38,697,3175,3.704447633,775,82,109,100,30,28,29,108,2,37,0,38,1,0,0,0.239018674,47.87649178,94.15033131,2.976334465,18.34210526,6.40391548,243,0.348637016,404,0.000479555,36
224,35,726,3316,3.670798898,774,75,96,116,27,19,37,103,0,32,1,12,2,0,0,0.239307946,56.33042822,95.58761157,4.102788483,20.74285714,6.296544061,244,0.336088154,398,0.000481528,37
225,18,320,1514,3.66875,321,32,39,51,20,18,15,34,1,13,5,4,0,0,2,0.239301788,22.95089376,103.9261806,3.128239875,17.77777778,6.097277778,138,0.43125,177,0.00027234,30
226,61,947,4481,3.837381204,1105,66,134,140,61,44,72,144,6,59,1,24,2,0,0,0.239326596,41.7270398,92.36265186,1.587514279,15.52459016,5.506984297,230,0.242872228,595,0.0004539,41
227,37,564,2530,3.581560284,577,44,86,70,34,25,18,98,7,35,0,18,2,0,2,0.239524537,28.99600784,104.8131081,2.026034006,15.24324324,5.624408836,176,0.312056738,331,0.000347332,40
228,32,720,3249,3.697222222,710,71,107,111,31,26,21,104,7,30,0,12,2,0,4,0.239337572,45.88865791,100.5725,5.029322183,22.5,6.309569444,234,0.325,400,0.000461793,36
229,12,349,1691,3.991404011,404,39,54,43,19,13,23,53,6,11,0,13,1,0,0,0.239440836,26.60499107,79.38303844,7.733564356,29.08333333,6.843531901,147,0.421203438,205,0.000290101,29
230,33,503,2279,3.681908549,513,48,67,82,31,20,29,46,8,33,0,29,0,0,1,0.239561934,17.64228089,105.0820308,2.04270778,15.24242424,5.899323447,177,0.351888668,275,0.000349305,32
231,36,865,3970,3.74566474,930,77,111,113,45,23,55,142,7,36,0,30,0,0,2,0.239605006,45.28142481,91.48958012,5.460268817,24.02777778,6.233861593,256,0.295953757,489,0.00050521,36
232,38,811,3654,3.610357583,835,50,120,109,34,33,50,119,3,29,9,8,0,0,1,0.239664432,52.96442757,98.06918733,4.440575165,21.34210526,5.66855794,213,0.262638718,465,0.00042035,40
233,31,698,3184,3.630372493,796,79,111,108,34,28,42,107,3,30,1,6,0,0,0,0.240010478,77.52745576,87.50319207,4.771429729,22.51612903,6.540420344,243,0.348137536,430,0.000479555,40
234,37,950,4508,3.88,1038,76,139,104,57,37,52,120,5,37,0,51,0,0,0,0.240223043,53.20531275,88.33755761,6.150695725,25.67567568,6.173213514,243,0.255789474,509,0.000479555,33
235,36,733,3237,3.512960437,758,48,111,104,22,38,51,122,12,35,1,9,0,0,2,0.239893274,45.65731545,98.68306977,4.032484609,20.36111111,5.680408383,217,0.296043656,448,0.000428244,40
236,10,656,2841,3.487804878,602,39,89,70,38,23,50,86,14,10,0,14,0,0,9,0.239870726,63.15376335,62.61502439,20.74647176,65.6,7.828994756,201,0.306402439,356,0.000396669,30
237,8,242,1114,3.661157025,281,17,46,23,9,12,13,58,5,8,0,0,0,0,0,0.239838664,21.11100054,77.8973657,8.27102758,30.25,6.246114876,92,0.380165289,161,0.00018156,24
238,24,412,1725,3.381067961,389,32,57,50,12,15,26,66,11,23,0,21,1,0,1,0.240018865,26.50141473,109.5336489,3.228936375,17.16666667,5.714374434,145,0.351941748,226,0.000286154,33
239,38,743,3511,3.869448183,852,81,98,105,53,29,45,75,6,37,0,37,1,0,0,0.239660341,45.34249973,89.97804261,3.444586113,19.55263158,6.327696798,227,0.30551817,405,0.000447979,40
240,18,427,2009,3.824355972,456,52,55,74,19,20,17,48,2,18,0,5,0,0,0,0.239828329,35.44032277,92.411277,5.339561404,23.72222222,6.736026203,170,0.398126464,233,0.000335491,31
241,9,160,691,3.4625,141,8,25,25,2,13,9,25,0,9,0,3,0,0,1,0.240003207,8.201629791,114.2368056,3.910070922,17.77777778,1.671277778,72,0.45,99,0.00014209,27
242,7,142,642,3.61971831,156,14,21,20,8,4,8,28,1,7,0,2,0,0,0,0.239984293,11.74207403,93.30415493,3.842454212,20.28571429,6.199431992,77,0.542253521,89,0.000151958,33
243,30,653,3199,3.983154671,783,83,90,102,40,22,49,102,12,29,1,10,0,0,1,0.240277209,57.50156947,83.29956687,4.429868455,21.76666667,6.723125135,245,0.375191424,405,0.000483502,40
244,49,923,4063,3.575297941,867,71,104,104,42,38,55,135,5,49,0,28,0,0,3,0.240567297,36.18933192,108.248542,3.872780642,18.83673469,5.785417425,241,0.261105092,478,0.000475608,37
245,29,573,2647,3.746945899,587,54,86,74,22,24,34,81,3,29,0,17,0,0,0,0.240823796,18.32659528,100.1129843,3.822706926,19.75862069,6.104590413,194,0.338568935,321,0.000382854,34
246,13,258,1150,3.515503876,277,12,37,50,11,10,11,45,1,13,0,0,0,0,0,0.240850904,11.76120387,95.86092129,3.710613718,19.84615385,1.718787835,83,0.321705426,164,0.000163799,33
247,35,758,3534,3.730870712,838,59,110,87,39,36,53,128,12,35,0,23,0,0,0,0.240985894,54.63108316,91.32424011,4.421222639,21.65714286,5.939731225,224,0.295514512,453,0.000442059,40
248,33,691,3283,3.83357453,748,57,107,89,34,30,55,109,15,33,0,11,0,0,2,0.240755435,35.38375721,94.00293339,4.150802139,20.93939394,5.977597557,220,0.318379161,424,0.000434165,32
249,51,993,4412,3.656596173,874,76,139,119,33,37,49,79,11,50,1,51,0,0,3,0.240324877,33.04318049,112.6107215,4.500165567,19.47058824,5.810740673,265,0.266868077,456,0.000522971,32
250,7,256,1143,3.5,250,19,31,45,9,10,8,34,1,6,0,3,0,0,5,0.240284923,27.95615573,87.0978125,10.42177143,36.57142857,6.62235692,114,0.4453125,137,0.000224976,30
251,31,590,2563,3.515254237,569,42,90,57,26,20,28,101,10,29,2,19,0,0,1,0.240021412,36.00801404,105.9284445,3.803887976,19.03225806,5.704533898,191,0.323728814,322,0.000376934,44
252,20,902,3928,3.425720621,916,57,120,132,41,46,58,155,10,20,0,0,0,0,13,0.239790791,103.6550008,75.14541796,13.89165066,45.1,6.871275965,247,0.27383592,552,0.000487449,25
253,55,1005,4683,3.843781095,1035,112,117,142,69,38,65,96,4,46,7,45,3,0,0,0.239762399,39.70247819,101.1628087,3.207061924,18.27272727,6.302508865,338,0.336318408,527,0.000667035,40
254,26,794,3419,3.421914358,753,47,97,80,29,36,32,143,11,19,5,14,5,0,0,0.239797118,49.86457494,95.60697539,8.14749668,30.53846154,6.085880236,192,0.241813602,417,0.000378907,27
255,8,549,2425,3.500910747,522,36,94,57,18,33,14,110,3,7,1,16,0,0,0,0.239761473,93.94619091,56.74128074,22.26784483,68.625,8.075709836,151,0.275045537,326,0.000297995,36
256,39,687,2989,3.534206696,698,64,89,97,34,20,34,97,4,36,0,39,3,0,0,0.24051587,38.24771502,103.0007995,3.004040115,17.61538462,5.981198332,215,0.312954876,371,0.000424297,45
257,33,703,3250,3.758179232,741,72,91,91,42,26,36,106,4,32,1,25,0,0,0,0.240418439,44.65618774,96.03945127,4.362144522,21.3030303,6.310313802,246,0.349928876,392,0.000485475,41
258,60,1035,5073,4.101449275,1118,187,110,216,61,27,41,94,8,52,6,14,3,0,3,0.2400899,35.93630721,97.94190217,2.600971377,17.25,7.344979227,431,0.416425121,549,0.000850568,50
259,23,609,2605,3.499178982,543,51,77,83,36,3,21,72,2,10,13,19,3,0,2,0.239855543,33.07350051,104.5280381,6.851645448,26.47826087,6.27213701,177,0.290640394,292,0.000349305,42
260,14,688,3380,3.95494186,832,62,115,92,54,27,50,130,27,13,0,9,0,0,5,0.239920127,113.9981213,54.64802326,17.34483516,49.14285714,7.496921761,217,0.315406977,468,0.000428244,36
261,42,978,4547,3.785276074,1081,86,141,129,57,57,72,158,7,37,0,69,4,0,2,0.23971897,43.52790842,89.69018405,5.123527818,23.28571429,6.179958136,270,0.27607362,614,0.000532839,36
262,34,965,4426,3.704663212,1012,95,122,130,46,36,52,110,11,31,1,61,2,0,2,0.240213608,79.94721818,89.30649726,7.270211579,28.38235294,6.598720664,284,0.294300518,496,0.000560467,40
263,46,822,3845,3.802919708,860,73,110,108,47,41,39,128,3,44,2,22,0,0,0,0.240310755,28.66029412,100.1864424,2.979908999,17.86956522,5.925105374,222,0.270072993,473,0.000438112,36
264,30,441,1996,3.657596372,474,41,54,72,24,11,26,65,2,30,0,7,0,0,1,0.240295132,32.84435749,100.9838878,1.550481013,14.7,5.833624535,168,0.380952381,252,0.000331544,37
265,37,925,4156,3.542702703,999,55,110,140,56,47,54,135,4,37,0,19,0,0,0,0.240121692,88.84606552,90.092,5.865925926,25,5.815364865,218,0.235675676,542,0.000430218,40
266,57,907,4258,3.787210584,987,96,157,129,54,30,61,142,3,57,0,2,0,0,0,0.240152418,38.69817139,98.62207257,2.006724257,15.9122807,6.097017039,294,0.324145535,573,0.000580202,42
267,20,959,4299,3.605839416,978,58,120,107,56,45,81,132,11,15,2,26,2,0,3,0.240421833,141.4086691,71.88962904,15.05175665,47.95,6.969793931,263,0.274244004,541,0.000519024,32
268,30,636,2851,3.597484277,682,52,93,81,31,18,40,96,5,26,4,24,0,0,1,0.24059059,66.80190581,94.59813208,4.280105572,21.2,5.979026289,207,0.325471698,359,0.00040851,30
269,43,974,4368,3.651950719,970,86,132,106,32,27,67,134,14,35,4,32,4,0,1,0.240881674,49.87048665,99.59150303,5.056334212,22.65116279,6.154186586,254,0.260780287,498,0.000501263,43
270,17,371,1778,3.851752022,426,38,65,42,29,10,27,69,1,17,0,2,0,0,0,0.240804608,26.56204747,87.54233867,4.459466998,21.82352941,6.336251641,136,0.366576819,242,0.000268393,35
271,36,803,3736,3.792029888,856,114,89,147,45,32,44,58,5,31,3,42,2,0,5,0.240912146,53.26028389,94.0110504,4.752725857,22.30555556,6.984524298,311,0.387297634,415,0.000613751,48
272,84,1179,4899,3.436810857,925,98,129,116,43,32,60,99,11,74,3,55,7,0,4,0.240886274,46.62453004,126.2147042,3.744859073,14.03571429,5.645156585,290,0.245971162,479,0.000572308,40
273,82,1156,4814,3.469723183,936,82,149,108,42,29,52,121,9,66,4,41,12,0,3,0.240577385,21.49512233,124.0263216,3.435211591,14.09756098,5.455790928,276,0.238754325,501,0.00054468,40
274,27,747,3520,3.866131191,853,90,95,107,43,39,41,97,6,26,2,44,2,0,1,0.240869397,43.71670501,82.14851406,7.064757067,27.66666667,6.911176305,263,0.352074967,422,0.000519024,45
