,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Avg_Sentence_Length,Syllable_Count,Difficult_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Spelling_Mistakes_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,Semantic_Similarity,Total Score_Domain1,Total Score_Domain2
218,18,633,2921,3.699842022,35.16666667,697,64,84,104,34,29,22,80,22,18,0,31,0,0,7,4,0.214334846,4,3
219,14,257,1293,4.081712062,18.35714286,306,28,26,51,17,9,9,34,6,13,0,10,1,0,0,1,0.319359779,3,3
220,11,260,1229,3.796153846,23.63636364,290,22,33,40,25,17,11,34,9,10,0,1,0,0,0,0,0.241663009,2,3
221,24,393,1904,3.923664122,16.375,458,44,56,61,23,15,30,57,8,21,0,18,2,0,1,1,0.328956753,4,3
222,23,628,3175,4.071656051,27.30434783,764,66,86,102,37,20,25,67,2,20,1,10,2,0,0,3,0.368354052,4,3
223,21,389,1894,3.969151671,18.52380952,423,31,33,88,18,17,4,48,9,21,0,20,0,0,0,1,0.402394056,4,4
224,38,632,3032,3.876582278,16.63157895,720,67,72,112,35,14,19,61,7,37,0,20,0,0,0,1,0.353927493,5,4
225,28,406,2079,4.18226601,14.5,504,52,66,78,25,12,7,39,8,27,0,11,0,0,0,0,0.430504858,4,3
226,19,399,2227,4.275689223,21,486,83,36,82,30,15,16,29,18,15,3,11,0,0,0,3,0.293705314,3,3
227,15,340,1706,4.064705882,22.66666667,431,52,51,65,17,16,18,29,11,15,0,12,0,0,1,1,0.260453284,3,3
228,38,1051,4968,3.810656518,27.65789474,1200,51,141,138,34,39,67,183,6,33,0,65,5,0,0,4,0.529658258,4,4
229,15,329,1593,3.954407295,21.93333333,373,56,45,74,14,14,15,19,5,15,0,25,0,0,1,1,0.2552948,3,4
230,19,437,2249,4.199084668,23,532,50,68,80,12,23,15,62,13,18,0,14,1,0,0,0,0.335148364,4,4
231,7,234,1307,3.948717949,33.42857143,272,21,34,31,12,4,13,40,1,7,0,0,0,0,0,0,0.365837783,3,2
232,27,512,2475,3.962890625,18.96296296,545,49,69,68,32,24,28,59,10,25,0,18,1,0,2,0,0.39508006,4,4
233,16,324,1571,3.929012346,20.25,381,43,44,52,19,16,20,47,14,13,0,6,2,0,0,1,0.305783808,3,3
234,43,746,3650,3.961126005,17.34883721,887,63,123,119,35,17,33,109,4,38,0,30,5,0,0,1,0.437985778,4,4
235,28,524,2431,3.715648855,18.71428571,569,45,85,64,17,20,19,92,14,26,0,11,2,0,0,1,0.278145492,4,4
236,26,750,3885,4.285333333,28.84615385,938,134,86,155,68,29,33,48,16,23,0,45,3,0,0,1,0.295876056,4,4
237,8,199,1031,4.221105528,24.875,251,25,16,32,18,8,10,31,11,7,0,6,1,0,0,0,0.431950718,3,3
238,18,575,2863,4.027826087,31.94444444,673,60,78,113,23,24,24,49,6,16,0,23,1,0,0,0,0.523560584,4,4
239,29,703,3550,4.125177809,24.24137931,860,90,97,115,37,32,39,83,10,27,0,41,1,0,0,1,0.256233275,4,4
240,15,361,1757,3.922437673,24.06666667,421,40,43,62,24,14,13,42,9,13,0,19,1,0,0,2,0.345793962,3,4
241,37,802,4044,4.13840399,21.67567568,969,94,90,146,57,30,17,57,14,36,0,54,1,0,0,2,0.277698547,4,4
242,27,534,2399,3.5917603,19.77777778,566,39,79,73,26,14,18,81,21,25,0,7,1,0,0,0,0.419957578,3,3
243,33,749,3339,3.564753004,22.6969697,737,58,102,102,15,36,42,106,16,30,0,21,2,0,7,0,0.284829885,3,4
244,6,179,869,3.888268156,29.83333333,207,12,28,39,9,6,6,28,7,5,0,7,1,0,0,3,0.397308171,3,2
245,22,356,1807,4.070224719,16.18181818,421,36,39,89,15,25,9,25,3,21,0,14,1,0,0,0,0.376129478,3,3
246,21,478,2395,4.060669456,22.76190476,585,64,58,101,28,24,26,56,5,17,0,14,4,0,0,0,0.403275818,3,4
247,13,269,1309,3.925650558,20.69230769,310,30,36,37,13,9,15,44,2,12,0,10,0,0,0,2,0.416497141,4,4
248,17,366,1819,3.991803279,21.52941176,444,37,61,51,24,21,16,49,4,17,0,1,0,0,0,1,0.313768238,4,4
249,19,490,2377,3.867346939,25.78947368,549,39,60,97,28,15,32,57,16,18,0,10,0,0,4,3,0.412593275,3,3
250,36,753,3850,4.142098274,20.91666667,907,85,98,144,36,21,28,54,5,34,0,21,1,0,0,2,0.409707218,4,4
251,13,444,2184,3.972972973,34.15384615,517,57,49,79,31,10,18,49,6,11,0,7,1,0,2,2,0.393952519,4,4
252,4,126,599,3.714285714,31.5,136,8,21,17,2,9,1,18,2,3,0,2,0,0,1,3,0.128576949,2,2
253,44,863,3959,3.665121669,19.61363636,899,66,132,123,30,13,39,134,9,40,1,19,2,0,2,5,0.35373795,4,4
254,8,225,1097,3.871111111,28.125,263,29,31,52,12,7,5,29,7,7,0,17,1,0,0,1,0.431686878,3,3
255,21,384,1935,4.083333333,18.28571429,494,51,55,77,17,11,17,30,3,20,0,8,0,0,0,0,0.422952086,3,3
256,17,348,1796,4.201149425,20.47058824,433,44,49,62,23,12,8,47,14,15,0,9,2,0,2,3,0.292491466,3,3
257,35,743,3586,3.896366083,21.22857143,827,68,100,118,39,27,40,94,12,33,0,32,1,0,0,0,0.352885008,4,3
258,34,582,2863,4.003436426,17.11764706,668,83,66,98,45,16,39,59,8,31,0,25,2,0,3,2,0.310966641,4,4
259,5,98,485,4.010204082,19.6,119,13,17,13,6,3,3,17,7,4,0,0,0,0,1,1,0.26673764,2,2
260,11,269,1381,4.167286245,24.45454545,337,30,46,42,14,6,9,34,7,10,0,4,0,0,0,0,0.375972092,2,2
261,19,534,2567,3.838951311,28.10526316,611,40,81,88,42,28,13,86,3,18,0,8,1,0,1,10,0.406242937,4,4
262,14,281,1331,3.797153025,20.07142857,319,24,39,48,9,8,14,46,9,12,0,5,1,0,1,3,0.365002453,2,2
263,2,42,210,4.071428571,21,44,3,5,7,4,1,2,4,3,2,0,0,0,0,3,0,0.556427956,1,1
264,21,438,2071,3.819634703,20.85714286,510,54,60,74,21,21,13,61,7,18,0,21,3,0,0,0,0.332403183,4,4
265,27,708,3483,3.980225989,26.22222222,837,92,98,120,47,28,29,88,17,20,2,23,5,0,1,1,0.285279542,4,4
266,10,151,760,4.079470199,15.1,167,16,20,39,4,4,1,17,2,10,0,1,0,0,0,0,0.598171115,2,3
267,4,73,335,3.684931507,18.25,82,9,13,10,4,2,7,11,3,3,0,0,0,0,0,2,0.365451932,2,2
268,14,294,1371,3.693877551,21,339,31,42,43,14,8,12,46,2,13,1,7,0,0,1,0,0.252733916,3,3
269,27,582,2855,3.934707904,21.55555556,689,51,89,75,40,28,30,109,5,24,0,10,2,0,0,2,0.364974976,4,4
270,17,436,2016,3.69266055,25.64705882,482,40,59,68,14,18,8,69,5,17,0,13,0,0,1,2,0.429959178,4,3
271,35,719,3578,3.995827538,20.54285714,832,91,92,120,34,20,34,89,10,32,0,10,3,0,0,0,0.329080552,3,4
272,8,126,622,4.047619048,15.75,147,10,23,26,3,5,2,12,5,7,0,1,0,0,0,3,0.543631434,2,1
273,13,306,1495,3.905228758,23.53846154,361,26,48,39,13,7,15,52,6,8,0,7,5,0,0,2,0.340488434,3,4
274,21,452,2175,3.913716814,21.52380952,523,53,59,91,16,14,12,52,9,17,0,24,3,0,0,3,0.432778418,4,3
275,25,525,2495,3.824761905,21,585,47,92,71,23,19,22,84,10,22,0,21,2,0,0,2,0.375982493,4,4
276,23,617,2922,3.902755267,26.82608696,678,85,67,106,30,32,26,57,5,17,1,37,5,0,2,0,0.281828821,5,4
277,26,578,2717,3.776816609,22.23076923,680,48,81,75,34,18,35,102,18,23,0,23,2,0,0,1,0.297611922,3,4
278,12,266,1303,3.928571429,22.16666667,313,34,40,42,12,10,18,37,14,12,0,5,0,0,1,1,0.398948312,3,2
279,5,100,528,3.63,20,115,9,18,19,3,3,4,22,0,5,0,1,0,0,2,1,0.352791011,1,1
280,23,679,3299,3.861561119,29.52173913,792,73,82,125,35,27,38,80,10,21,0,18,1,0,0,0,0.387712985,4,4
281,10,128,566,3.5234375,12.8,135,12,26,16,4,3,7,21,2,10,0,5,0,0,0,0,0.337565094,2,2
282,24,566,2601,3.717314488,23.58333333,569,59,67,83,19,24,31,57,9,23,0,24,0,0,2,0,0.251421958,4,4
283,30,654,3134,3.880733945,21.8,758,55,96,98,30,29,23,76,6,27,0,36,3,0,0,1,0.2797997,4,4
284,23,361,1739,3.861495845,15.69565217,396,38,65,55,15,16,16,52,12,19,0,6,3,0,0,1,0.297663242,4,4
285,34,631,3090,3.952456418,18.55882353,733,81,82,96,38,20,25,81,5,25,0,17,8,0,0,2,0.304382503,4,4
286,5,168,833,4,33.6,202,23,23,27,8,8,9,26,1,4,0,1,0,0,0,0,0.39622879,2,3
287,23,616,2925,3.857142857,26.7826087,651,67,80,114,25,26,31,45,13,18,1,25,3,0,2,2,0.31557253,4,4
288,33,801,4157,4.244694132,24.27272727,1021,117,107,149,55,27,37,81,7,32,0,10,0,0,0,0,0.425023764,4,4
289,17,405,1832,3.637037037,23.82352941,376,33,46,58,17,15,15,34,8,17,0,19,0,0,0,1,0.421288162,3,4
290,24,471,2387,4.135881104,19.625,562,38,80,81,13,22,37,57,16,22,0,11,1,0,0,0,0.377940893,3,3
291,20,517,2597,4.058027079,25.85,640,51,62,104,36,21,16,59,3,17,1,14,2,0,0,3,0.375588804,4,4
292,22,492,2416,3.971544715,22.36363636,599,50,73,87,19,23,18,58,5,22,0,15,0,0,0,0,0.446256459,3,3
293,18,742,3598,3.857142857,41.22222222,826,51,108,115,43,41,34,109,19,16,0,28,1,0,1,2,0.373288631,4,3
294,9,177,837,3.84180791,19.66666667,171,15,23,32,8,7,1,28,6,7,2,4,0,0,4,0,0.238534719,2,2
295,28,766,3650,3.832898172,27.35714286,872,57,128,104,44,43,59,105,23,27,0,21,1,0,0,0,0.354227483,4,4
296,17,418,2071,3.968899522,24.58823529,506,40,50,85,18,18,22,42,1,17,0,15,0,0,0,0,0.341319799,4,4
297,18,362,1779,4.013812155,20.11111111,410,65,45,58,27,13,20,42,8,17,0,15,0,0,0,0,0.327074617,3,4
298,24,526,2505,3.819391635,21.91666667,602,49,84,93,19,15,29,70,14,24,0,7,0,0,1,3,0.391507685,3,4
299,45,852,4144,3.992957746,18.93333333,968,102,88,140,52,20,16,89,5,39,0,41,6,0,0,2,0.26008144,5,4
300,38,667,3351,4.097451274,17.55263158,797,54,115,110,38,13,19,91,20,38,0,5,0,0,0,2,0.456518173,4,4
301,29,584,2712,3.794520548,20.13793103,634,59,82,96,23,26,25,52,10,27,0,41,1,0,1,2,0.430320024,4,4
302,9,170,845,4.052941176,18.88888889,204,25,23,29,8,5,6,25,3,8,0,10,1,0,1,2,0.161104381,3,2
303,27,731,3675,4.098495212,27.07407407,929,83,100,151,47,35,17,55,17,26,0,40,0,0,1,6,0.382273048,4,3
304,34,643,3113,3.889580093,18.91176471,748,57,99,99,29,26,28,89,15,33,0,28,0,0,1,0,0.35935396,4,4
305,10,501,2472,3.974051896,50.1,594,37,91,78,9,24,27,78,20,10,0,3,0,0,1,2,0.545563042,3,3
306,16,284,1363,3.848591549,17.75,335,44,37,55,17,11,13,30,2,11,0,8,4,0,0,0,0.335717052,4,4
307,20,356,1779,4.016853933,17.8,437,30,46,53,26,9,17,42,8,20,0,5,0,0,2,1,0.420558125,4,4
308,26,625,2865,3.6384,24.03846154,687,26,108,54,22,43,52,124,18,26,0,6,0,0,0,0,0.395682693,3,3
309,27,467,2259,3.959314775,17.2962963,533,50,60,84,24,14,28,51,7,27,0,11,0,0,0,0,0.366228074,3,4
310,18,493,2561,4.245436105,27.38888889,633,47,70,97,23,11,8,37,7,17,0,24,0,0,0,0,0.451913476,4,4
311,15,299,1524,4.130434783,19.93333333,377,26,40,63,29,4,3,33,11,15,0,3,0,0,0,2,0.444605201,3,3
312,38,512,2191,3.390625,13.47368421,498,43,73,77,17,24,10,67,11,35,2,9,1,0,1,1,0.258989602,4,4
313,34,808,3793,3.801980198,23.76470588,916,86,101,140,46,24,23,103,20,33,0,51,1,0,0,0,0.265737295,5,4
314,37,725,3636,4.091034483,19.59459459,884,82,91,121,41,23,26,72,5,37,0,20,0,0,0,1,0.469210088,4,4
315,21,401,2019,4.082294264,19.0952381,502,71,67,55,29,22,22,48,13,19,0,6,2,0,0,1,0.331282765,4,4
316,23,435,2175,4.066666667,18.91304348,522,44,66,68,13,14,21,62,18,22,0,11,0,0,2,6,0.313186646,4,4
317,10,338,1643,3.949704142,33.8,388,29,41,59,26,13,10,26,0,9,0,25,1,0,0,0,0.654827237,3,4
318,24,469,2161,3.618336887,19.54166667,501,41,50,73,33,11,24,76,2,23,0,19,0,0,1,1,0.34777835,4,4
319,15,297,1431,3.865319865,19.8,318,30,37,49,21,19,9,40,7,14,0,3,0,0,0,0,0.365987331,3,3
320,40,728,3396,3.782967033,18.2,790,78,97,95,26,35,30,101,13,39,0,53,0,0,0,0,0.272625953,4,4
321,26,660,3113,3.828787879,25.38461538,678,57,75,86,28,19,30,78,8,25,0,34,1,0,1,0,0.460469514,4,4
322,23,529,2529,3.884688091,23,626,55,82,70,34,18,29,78,15,22,0,22,1,0,0,1,0.376228064,4,3
323,18,339,1595,3.761061947,18.83333333,349,29,57,58,18,13,14,38,8,17,0,14,0,0,1,1,0.286579102,3,3
324,25,525,2470,3.794285714,21,581,54,62,85,38,18,18,67,2,23,0,21,1,0,0,0,0.295882285,4,4
325,16,335,1646,4.017910448,20.9375,377,32,49,59,18,11,18,45,7,15,0,5,0,0,1,0,0.346982211,3,2
326,15,321,1728,4.08411215,21.4,398,48,48,55,13,19,4,46,1,12,0,10,2,0,0,0,0.379982561,3,2
327,29,378,1754,3.693121693,13.03448276,397,28,49,76,20,19,16,47,5,28,0,7,0,0,1,6,0.302541465,3,3
328,43,592,2830,3.915540541,13.76744186,688,55,93,73,45,7,31,93,18,39,1,20,2,0,0,0,0.29119724,5,4
329,23,548,2493,3.572992701,23.82608696,579,23,111,74,14,13,23,89,15,22,0,0,0,0,3,4,0.382433414,3,3
330,28,461,2376,4.219088937,16.46428571,566,46,90,80,25,11,8,61,6,24,2,15,1,0,1,1,0.450835109,4,4
331,27,483,2391,4.00621118,17.88888889,575,64,78,79,26,11,16,66,9,24,0,11,2,0,0,0,0.283413947,4,4
332,43,882,4388,4.075963719,20.51162791,1064,152,109,170,42,30,26,83,2,40,0,51,3,0,2,4,0.341698378,6,4
333,40,648,3112,3.88117284,16.2,764,67,86,118,26,19,21,76,5,33,0,25,6,0,0,2,0.312559426,4,4
334,26,579,2868,4.044905009,22.26923077,666,69,87,98,30,25,26,75,9,24,0,12,1,0,1,1,0.359191328,4,4
335,17,340,1622,3.820588235,20,390,27,48,55,16,10,18,48,2,11,0,8,5,0,0,1,0.428809017,3,4
336,25,432,2142,3.949074074,17.28,494,34,63,79,19,11,19,51,12,24,0,6,0,0,0,1,0.297244698,3,4
337,29,534,2628,3.964419476,18.4137931,621,68,69,102,33,21,16,53,6,27,0,30,1,0,1,5,0.297045469,4,3
338,34,696,3415,3.988505747,20.47058824,829,68,77,125,42,23,33,54,17,27,0,29,6,0,2,3,0.330846041,3,4
339,24,476,2247,3.775210084,19.83333333,533,41,59,86,32,19,15,69,14,22,0,11,1,0,2,1,0.398359209,3,2
340,15,338,1588,3.792899408,22.53333333,361,36,45,52,18,14,13,38,4,12,2,10,1,0,0,0,0.278281748,3,4
341,21,281,1450,4.170818505,13.38095238,351,48,42,59,19,8,13,27,4,20,0,3,0,0,0,2,0.382564515,3,3
342,16,411,2076,4.063260341,25.6875,534,51,61,69,17,18,16,53,0,16,0,6,0,0,0,2,0.356784225,4,4
343,23,563,2822,4.095914742,24.47826087,690,88,89,97,19,16,37,68,16,22,0,12,1,0,1,4,0.346384645,4,4
344,15,287,1431,3.986062718,19.13333333,337,30,26,58,16,9,9,28,8,13,0,5,1,0,0,0,0.508113205,3,3
345,23,543,2677,3.983425414,23.60869565,666,61,72,75,30,23,25,78,10,20,0,20,3,0,0,0,0.300235718,4,4
346,15,206,979,3.776699029,13.73333333,225,12,36,28,11,10,16,33,3,14,0,3,0,0,0,2,0.27456522,3,3
347,23,582,2973,4.142611684,25.30434783,722,85,79,96,39,24,29,53,12,19,0,13,3,0,0,0,0.388206482,4,3
348,17,343,1650,3.868804665,20.17647059,388,33,49,62,15,13,21,45,5,14,0,7,2,0,0,2,0.337312549,3,3
349,11,414,2112,4.171497585,37.63636364,482,26,70,87,23,17,17,46,8,11,0,3,0,0,1,5,0.578195453,3,3
350,17,360,1905,4.341666667,21.17647059,478,35,52,69,26,11,14,36,11,16,0,3,0,0,0,0,0.648679554,3,3
351,9,190,916,3.826315789,21.11111111,206,19,32,31,13,5,5,25,3,9,0,1,0,0,0,3,0.305195302,3,3
352,19,316,1590,4.110759494,16.63157895,374,49,47,53,20,13,15,29,3,18,0,16,1,0,0,0,0.304855913,3,4
353,38,751,3834,4.175765646,19.76315789,924,103,106,150,55,20,26,78,13,37,0,28,0,0,1,0,0.356042087,4,4
354,13,250,1252,4.072,19.23076923,302,32,31,36,15,7,12,35,1,11,0,12,2,0,0,1,0.258848518,3,3
355,16,230,1169,4.091304348,14.375,280,19,34,53,11,1,7,20,7,16,0,2,0,0,0,0,0.325925499,3,4
356,31,603,2710,3.646766169,19.4516129,598,54,66,87,29,16,23,69,9,30,0,36,1,0,0,0,0.375487924,4,4
357,16,317,1571,3.990536278,19.8125,377,28,36,47,31,21,10,50,2,15,0,8,0,0,2,1,0.341946483,4,4
358,10,216,1107,4.148148148,21.6,245,25,32,42,10,6,6,20,8,9,0,0,0,0,4,1,0.386180907,3,2
359,24,506,2473,3.946640316,21.08333333,577,57,76,87,33,13,20,49,2,24,0,25,0,0,0,3,0.418263316,4,4
360,16,339,1691,4.032448378,21.1875,429,49,47,56,12,7,25,38,5,16,0,22,0,0,0,0,0.366411418,3,4
361,21,505,2404,3.833663366,24.04761905,585,53,72,76,23,17,31,79,2,18,0,22,2,0,1,1,0.2767317,4,3
362,36,667,3175,3.835082459,18.52777778,731,47,90,120,35,31,29,89,17,31,0,27,3,0,2,3,0.333768636,4,4
363,24,466,2241,3.864806867,19.41666667,536,28,76,69,23,9,19,82,23,24,0,14,0,0,1,2,0.374884069,3,3
364,35,558,2769,4.062724014,15.94285714,671,71,79,98,43,18,48,52,7,32,0,27,2,0,0,2,0.286815763,4,4
365,41,1073,5186,3.90027959,26.17073171,1253,65,161,175,57,50,36,152,16,40,0,24,0,0,1,1,0.360916942,5,4
366,33,602,3205,4.388704319,18.24242424,798,69,78,111,60,10,24,66,1,32,0,24,0,0,2,5,0.399018407,3,4
367,8,310,1519,3.909677419,38.75,385,38,45,39,20,14,18,59,4,8,0,10,0,0,0,3,0.295709074,3,3
368,10,172,829,3.912790698,17.2,205,17,23,28,9,8,5,19,5,9,0,9,1,0,0,1,0.475877643,2,3
369,22,486,2406,4.034979424,22.09090909,588,57,79,68,26,18,18,70,5,20,0,20,2,0,0,1,0.294935346,4,4
370,8,364,1794,3.989010989,45.5,430,32,44,87,9,18,8,37,7,6,0,36,1,0,1,0,0.573040068,4,3
371,19,327,1670,4.180428135,17.21052632,388,44,55,56,17,11,10,37,5,19,0,14,0,0,0,0,0.344112426,3,4
372,20,328,1470,3.557926829,16.4,356,28,49,50,14,6,14,47,13,19,0,0,1,0,1,4,0.252626896,3,4
373,18,409,2062,4.095354523,22.72222222,523,49,62,57,25,16,28,67,7,17,0,5,0,0,0,1,0.330222517,4,4
374,5,145,792,4.510344828,29,187,19,19,27,9,6,4,14,7,5,0,1,0,0,1,0,0.465251178,2,2
375,17,415,2003,3.886746988,24.41176471,454,46,48,68,22,22,19,44,5,15,0,15,2,0,1,1,0.336530149,2,2
376,11,217,984,3.594470046,19.72727273,234,20,27,34,13,7,7,33,5,10,0,10,0,0,0,0,0.274087995,3,3
377,21,397,1903,3.896725441,18.9047619,459,37,57,76,19,15,19,37,12,20,0,11,0,0,1,1,0.39398548,3,3
378,20,421,1939,3.710213777,21.05,436,38,42,76,21,17,15,45,1,19,0,18,1,0,1,2,0.35404563,3,4
379,19,482,2325,3.89626556,25.36842105,559,52,70,61,29,22,35,84,10,18,0,23,0,0,4,2,0.254438579,3,3
380,16,441,2112,3.873015873,27.5625,502,42,47,70,31,17,24,58,17,13,0,19,2,0,1,0,0.288713276,3,3
381,5,209,987,3.693779904,41.8,230,8,33,25,9,9,11,40,7,5,0,2,0,0,2,2,0.309148073,2,2
382,13,298,1494,4.016778523,22.92307692,339,28,43,73,6,16,6,24,11,12,0,16,0,0,0,1,0.343196958,4,3
383,29,526,2566,4.011406844,18.13793103,647,58,77,66,32,4,25,75,17,24,0,28,4,0,0,2,0.360174567,4,4
384,20,357,1834,4.148459384,17.85,445,49,48,58,31,8,5,38,2,17,0,12,2,0,0,2,0.347883761,4,4
385,9,298,1597,4.083892617,33.11111111,345,18,50,68,20,15,6,23,12,8,0,6,0,0,1,3,0.481247842,2,1
386,17,393,1988,4.157760814,23.11764706,479,49,52,78,19,21,18,45,5,15,0,20,1,0,0,0,0.421215624,4,4
387,16,402,1877,3.788557214,25.125,459,37,57,62,17,13,27,55,12,13,0,25,2,0,0,5,0.421581179,3,3
388,20,456,2213,3.905701754,22.8,557,45,60,68,31,15,20,69,11,15,1,12,4,0,0,1,0.275795221,4,4
389,26,688,3569,4.255813953,26.46153846,898,95,76,102,52,28,47,68,2,20,2,29,3,1,1,0,0.374575227,4,4
390,24,423,2060,3.955082742,17.625,491,48,52,94,22,14,13,48,11,24,0,9,0,0,1,0,0.386559159,4,4
391,8,320,1528,3.86875,40,339,30,46,59,21,11,14,32,5,5,0,19,2,0,0,1,0.470953852,3,3
392,30,555,2685,3.900900901,18.5,645,70,66,82,39,20,31,66,8,28,1,10,1,1,1,1,0.312952548,4,3
393,11,311,1451,3.713826367,28.27272727,356,24,35,53,20,13,16,42,8,10,0,25,0,0,0,2,0.329425305,3,4
394,26,355,1762,4.016901408,13.65384615,387,34,56,65,22,15,12,41,15,26,0,20,0,0,0,7,0.300186455,3,3
395,16,287,1409,3.975609756,17.9375,338,38,42,44,16,10,14,32,4,16,0,14,0,0,1,2,0.280102193,3,4
396,22,365,1870,4.205479452,16.59090909,459,48,51,73,31,7,6,35,1,17,0,19,5,0,0,0,0.292050004,4,4
397,13,318,1609,4.132075472,24.46153846,388,31,52,45,20,15,8,46,13,11,0,5,1,0,1,1,0.412827104,3,3
398,20,494,2523,4.157894737,24.7,645,60,67,77,24,21,30,56,10,17,0,13,3,0,1,5,0.327388853,4,4
399,15,331,1563,3.803625378,22.06666667,369,35,45,60,17,21,12,47,6,15,0,13,0,0,0,3,0.279795945,2,2
400,11,259,1288,4.019305019,23.54545455,316,36,50,40,10,14,13,42,9,10,0,2,0,0,1,0,0.342454731,3,3
401,17,453,2243,4.002207506,26.64705882,529,52,74,90,25,20,18,52,19,17,0,19,0,0,0,4,0.380972147,1,1
402,19,422,2086,4.014218009,22.21052632,521,50,72,54,26,30,15,70,17,17,1,9,0,0,0,1,0.199500397,3,3
403,15,349,1656,3.813753582,23.26666667,396,28,44,61,16,8,9,48,10,14,0,15,0,0,0,0,0.465083927,3,3
404,14,226,1084,3.880530973,16.14285714,257,21,31,32,9,5,13,38,10,14,0,7,0,0,0,0,0.261106759,4,4
405,20,506,2587,4.217391304,25.3,622,91,56,100,41,14,16,41,9,19,0,9,0,0,1,1,0.301862001,5,4
406,30,578,2830,3.961937716,19.26666667,675,69,89,94,26,23,24,71,12,26,0,26,3,0,0,0,0.289587647,4,4
407,26,619,3108,4.084006462,23.80769231,741,76,77,106,39,18,31,74,4,24,0,28,2,0,0,0,0.364080012,4,4
408,20,569,2801,4.0228471,28.45,678,53,71,76,34,22,23,63,8,17,0,25,2,0,0,0,0.358209193,4,3
409,26,448,2106,3.741071429,17.23076923,474,37,74,77,13,16,15,63,9,26,0,10,0,0,2,3,0.317505211,3,3
410,7,210,1033,3.995238095,30,240,24,31,34,9,13,4,29,4,7,0,4,0,0,2,0,0.354312092,3,4
411,19,398,1850,3.648241206,20.94736842,423,21,60,72,8,10,19,43,18,19,0,8,0,0,1,2,0.512295663,3,3
412,11,453,2161,3.801324503,41.18181818,500,46,64,77,18,21,20,48,7,10,0,12,0,0,0,1,0.383819789,3,3
413,37,634,3044,3.925867508,17.13513514,727,97,73,113,38,22,29,55,15,31,1,18,4,0,3,0,0.274856448,4,4
414,15,257,1254,3.976653696,17.13333333,304,30,30,48,14,16,7,30,9,14,0,11,0,0,0,0,0.35025984,3,4
415,10,186,958,4.166666667,18.6,231,19,30,16,10,3,14,30,7,8,0,3,1,0,2,0,0.277402103,3,4
416,27,514,2661,4.26848249,19.03703704,637,75,51,97,53,19,19,37,5,25,0,22,2,0,0,0,0.366416901,3,4
417,17,230,1127,3.947826087,13.52941176,258,36,38,30,11,4,8,33,4,16,0,2,0,0,0,0,0.275239259,3,3
418,15,458,2221,3.912663755,30.53333333,524,42,74,71,26,16,19,61,10,13,2,28,0,0,3,7,0.279474765,3,3
419,28,592,3096,4.297297297,21.14285714,771,97,73,118,45,11,32,36,6,27,0,22,0,0,1,1,0.393001616,4,3
420,26,656,3157,3.887195122,25.23076923,785,60,81,115,42,14,30,63,5,24,0,38,1,0,0,2,0.482801139,4,4
421,29,596,2844,3.833892617,20.55172414,668,51,99,73,25,26,32,100,15,28,0,10,0,0,1,5,0.308162391,4,3
422,25,599,2939,3.933222037,23.96,716,62,86,90,34,20,27,86,18,24,0,7,0,0,1,4,0.350857228,3,3
423,21,303,1444,3.815181518,14.42857143,346,22,38,44,19,15,18,50,5,18,0,11,2,0,0,1,0.275028288,3,3
424,22,452,2227,4.015486726,20.54545455,520,59,52,108,20,18,16,48,6,20,1,12,1,0,1,1,0.328481823,4,4
425,18,400,2133,4.34,22.22222222,525,67,57,79,27,25,7,34,9,15,0,7,2,0,0,0,0.401344687,3,3
426,20,385,1814,3.774025974,19.25,441,32,46,74,17,18,17,52,5,20,0,14,0,0,0,2,0.449019074,4,4
427,30,628,2961,3.832802548,20.93333333,654,57,65,120,23,21,32,81,8,28,0,48,1,0,0,0,0.307650685,3,4
428,33,496,2543,4.177419355,15.03030303,629,67,77,79,40,18,18,51,3,31,0,6,1,0,0,0,0.396205753,4,4
429,25,494,2511,4.133603239,19.76,623,50,66,82,40,9,18,44,3,24,0,12,1,0,0,1,0.421512872,4,4
430,14,454,2227,3.949339207,32.42857143,526,48,55,84,21,19,33,53,3,14,0,20,0,0,0,0,0.34953329,3,3
431,22,693,3537,4.12987013,31.5,855,73,96,109,28,25,35,114,15,21,0,7,1,0,0,2,0.326608807,3,3
432,10,265,1376,3.966037736,26.5,303,33,40,38,9,7,9,38,7,10,0,17,1,0,0,1,0.330983698,3,2
433,20,318,1644,4.226415094,15.9,395,51,44,54,32,14,19,32,13,16,0,10,3,0,0,1,0.278271079,4,4
434,25,541,2616,3.905730129,21.64,584,59,85,85,28,22,17,68,11,24,0,11,0,0,2,3,0.321745723,4,3
435,15,292,1392,3.842465753,19.46666667,338,29,39,49,17,2,11,44,5,15,0,9,0,0,0,3,0.48589325,3,3
436,22,483,2374,3.942028986,21.95454545,565,64,74,67,22,14,22,59,7,20,0,24,1,0,0,2,0.347719759,4,4
437,11,322,1563,3.838509317,29.27272727,372,19,52,52,10,12,8,51,8,10,0,2,1,0,0,0,0.521009445,3,3
438,10,286,1454,4.083916084,28.6,337,31,40,65,17,11,23,29,11,9,0,5,0,0,0,2,0.481489599,3,3
