,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,Punctuation_Errors,Connectivity_Index,Semantic_Similarity,Flesch_Reading_Ease_Score,Flesh_Kincaid_Grade,Dale_Challl_Readability_Score,Lexical_Diversity,Lexical_Density,Lexical_Originality,Total Score
348,33,395,2023,4.227848101,67,81,21,15,18,50,33,0,5,0,0,0,0,3,17.28762297,0.323022664,87.38297277,-0.365697696,6.308880514,0.336708861,252,0.000178641,9
349,11,248,1245,4.133064516,43,54,3,16,11,22,10,1,7,0,0,1,4,3,11.06167842,0.433119684,79.56587977,4.822489602,6.219149707,0.334677419,149,0.000111483,7
350,10,137,647,3.802919708,19,31,5,1,4,19,10,0,0,0,0,1,2,0,7.076168863,0.438055187,83.62877007,0.446333333,5.238063796,0.386861314,79,7.12E-05,5
351,20,302,1485,4.09602649,34,58,14,6,7,37,19,0,5,0,0,1,0,1,11.8974564,0.299238056,92.06148013,1.370809859,6.163142119,0.334437086,155,0.00013566,8
352,13,242,1075,3.545454545,33,37,10,12,17,32,13,0,9,0,0,1,0,3,16.43362429,0.40572691,91.80402098,3.044,5.669037953,0.338842975,141,0.00011014,6
353,22,321,1532,3.937694704,39,68,17,16,14,32,18,1,18,3,0,1,1,1,14.18646386,0.219313264,88.97662914,1.028831667,7.31161096,0.46105919,186,0.000198788,8
354,17,296,1465,4.091216216,37,54,27,13,16,29,16,1,12,0,0,1,4,1,14.79802994,0.277096629,84.84111288,2.35284448,7.220697854,0.405405405,176,0.00016118,8
355,8,215,1120,4.306976744,35,42,11,10,7,26,7,0,4,0,0,0,3,1,15.48421196,0.318355769,69.38013081,7.120714286,7.466523256,0.437209302,131,0.000126258,7
356,1,10,47,4,2,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,78.245,-1.701428571,10.4485,0.8,6,1.07E-05,2
357,11,209,994,3.899521531,27,33,8,7,13,24,10,0,6,1,0,0,2,3,20.35036766,0.253149211,96.47344498,3.348161616,6.54320622,0.464114833,112,0.000130287,6
358,44,598,2987,4.093645485,86,124,33,20,38,72,44,0,8,0,0,4,4,3,15.11234279,0.366185397,88.77567878,0.51699118,6.000508756,0.29264214,373,0.000235054,10
359,28,571,2706,3.921190893,58,76,57,22,22,56,25,2,42,1,0,2,2,4,29.35544214,0.302643955,93.98003284,3.906047313,6.52840603,0.304728546,290,0.000233711,10
360,10,283,1413,4.070671378,46,63,17,13,16,31,9,1,10,0,0,4,5,4,21.50875104,0.307655513,71.98682509,7.661760563,7.27198212,0.487632509,186,0.000185357,8
361,32,693,3586,4.321789322,72,130,51,25,40,63,24,8,53,0,0,1,0,3,19.16789378,0.376999468,75.96039976,4.448738789,6.9207943,0.301587302,381,0.000280722,11
362,28,503,2474,4.099403579,67,117,33,12,20,46,24,2,16,2,0,0,0,0,18.80846283,0.345826328,85.33206511,2.628918101,6.944685629,0.391650099,295,0.000264604,9
363,24,441,1978,3.662131519,64,56,19,16,22,59,24,0,16,0,0,0,0,3,15.97154293,0.274224818,103.584375,3.37625,6.15912449,0.33106576,236,0.000196102,8
364,17,386,1920,4.090673575,53,81,23,20,20,42,17,0,15,0,0,0,2,0,54.43305061,0.284647286,78.80562786,4.907800565,6.808048552,0.373056995,239,0.000193416,8
365,21,361,1806,4.155124654,56,85,21,15,16,26,21,0,18,0,0,0,1,2,7.978187516,0.478214562,90.72572484,2.346861215,6.10751327,0.371191136,219,0.000179984,9
366,18,287,1370,3.965156794,35,57,15,11,16,31,14,1,15,3,0,1,0,0,9.724075124,0.289994091,96.91340979,1.949685535,6.407971622,0.418118467,165,0.00016118,8
367,33,711,3507,4.090014065,88,140,37,35,24,68,27,4,36,2,0,1,1,1,28.70228983,0.27756235,85.7309206,4.326075867,6.970386613,0.338959212,392,0.000323703,10
368,24,380,1758,3.789473684,62,66,13,14,22,53,20,0,23,4,0,0,1,3,13.83952007,0.301848918,94.36469298,1.801908199,6.250149123,0.339473684,230,0.000173268,8
369,33,548,2660,4.040145985,71,99,40,12,35,35,26,4,22,3,0,2,1,2,15.490689,0.408004463,95.03641783,2.192653363,5.843226299,0.27189781,291,0.000200132,10
370,19,325,1593,4.083076923,43,56,24,6,7,33,18,1,16,0,0,0,0,0,9.347344019,0.361804008,88.99438866,2.268391055,6.914151822,0.396923077,169,0.000173268,8
371,9,427,2137,4.058548009,59,84,27,21,16,53,9,0,6,0,0,0,6,3,95.30401915,0.519789815,48.916828,17.51161252,8.467332266,0.386416862,260,0.000221622,7
372,5,165,734,3.490909091,26,37,5,7,4,27,5,0,0,0,0,0,10,1,20.44319149,0.410710603,72.33272727,9.659248731,6.517360606,0.321212121,106,7.12E-05,4
373,17,494,2491,4.129554656,74,109,25,21,15,49,17,0,6,0,0,12,12,8,32.34406979,0.442352653,73.04596213,7.952933449,6.644032222,0.301619433,293,0.000200132,8
374,30,530,2657,4.154716981,72,106,27,21,20,54,21,4,19,5,0,2,2,2,17.97376578,0.263146788,88.18144654,2.524251981,6.896162893,0.347169811,300,0.000247142,10
375,31,533,2502,3.818011257,80,87,28,18,16,79,27,0,25,4,0,0,1,1,33.60250815,0.29921189,88.75240392,2.306318307,6.503784053,0.350844278,308,0.000251172,11
376,28,516,2464,3.874031008,67,96,27,17,25,65,28,0,14,0,0,1,0,1,47.72289151,0.331216782,86.80674419,2.870284327,6.141797453,0.329457364,297,0.000228338,9
377,18,376,1771,3.904255319,44,61,23,8,14,39,12,2,25,4,0,2,3,1,9.639779458,0.216470852,92.48277778,4.096908213,6.436365485,0.324468085,188,0.000163866,10
378,36,549,2593,3.868852459,64,106,32,16,38,58,35,0,14,1,0,1,1,0,35.79916494,0.267256111,93.96608607,1.506983122,6.31991275,0.33151184,313,0.000244456,10
379,21,283,1369,3.975265018,45,52,14,4,17,39,17,1,10,3,0,0,0,0,8.943952692,0.311404109,94.80542992,0.670151976,6.480926115,0.395759717,171,0.000150435,7
380,30,561,2754,4.046345811,89,89,22,18,18,90,28,0,14,2,0,0,2,3,21.49083846,0.2867347,85.91225401,2.99060355,6.449813226,0.319073084,326,0.000240427,11
381,15,289,1354,3.833910035,38,52,20,7,14,33,13,1,10,1,0,1,1,1,10.92301454,0.272701025,94.7755271,3.417772152,6.176590334,0.366782007,164,0.000142376,8
382,37,714,3721,4.354341737,90,150,48,21,22,50,37,0,18,0,0,2,4,0,27.75080354,0.389917344,84.7566466,3.267683175,6.937819615,0.320728291,381,0.000307585,11
383,24,495,2267,3.690909091,60,89,24,17,18,63,21,0,18,3,0,0,5,2,34.81511542,0.310919106,92.75517045,3.983681193,6.126853535,0.301010101,271,0.000200132,10
384,19,357,1832,4.25210084,46,69,32,9,24,34,16,0,16,3,0,0,2,1,29.36996268,0.409560919,75.200659,3.028631579,7.133780024,0.43697479,214,0.000209534,8
385,18,304,1462,3.914473684,44,68,15,12,9,27,18,0,6,0,0,0,2,1,16.59962142,0.351688325,88.9519883,2.162725599,6.188234942,0.4375,175,0.000178641,7
386,20,341,1726,4.17888563,46,65,23,15,35,43,20,0,13,0,0,1,1,5,13.64715233,0.33070904,84.0893673,2.165264706,6.658514311,0.419354839,227,0.000192073,8
387,22,472,2251,3.881355932,75,86,26,28,36,67,22,0,19,0,0,2,2,6,15.70323274,0.499037474,84.14804314,4.28317213,6.005327658,0.322033898,318,0.000204161,10
388,33,601,2897,3.940099834,74,102,37,29,44,60,20,10,18,3,0,3,0,3,30.32183004,0.298857719,83.90177684,2.73677285,6.457741345,0.311148087,346,0.000251172,12
389,28,419,2108,4.124105012,74,87,24,10,17,49,28,0,2,0,0,0,5,1,15.0152208,0.459596097,83.01904236,1.093534254,6.112236925,0.3150358,261,0.000177298,8
390,24,355,1732,4.01971831,54,60,26,18,11,42,22,0,8,2,0,1,3,2,14.37092719,0.261807919,90.53976819,1.172720588,6.549631455,0.357746479,211,0.000170582,8
391,13,181,843,3.756906077,24,29,14,6,9,28,13,0,4,0,0,0,2,0,6.336985283,0.209483624,102.0268338,1.239278351,5.635648151,0.375690608,110,9.13E-05,7
392,10,190,860,3.636842105,28,30,6,4,14,24,9,1,3,0,0,0,2,2,16.88459775,0.279449016,91.81842105,3.222906977,6.407215789,0.484210526,106,0.000123571,6
393,13,389,1876,3.917737789,47,86,24,19,24,40,12,0,9,0,0,0,3,1,41.73838939,0.38797757,75.98698438,8.205497835,6.297831145,0.305912596,240,0.000159837,7
394,36,629,3063,4.00317965,83,109,44,23,43,74,32,0,18,4,0,2,2,3,24.51531942,0.178882465,85.26730812,2.387582038,7.138972779,0.362480127,376,0.000306242,10
395,20,473,2390,4.179704017,67,86,32,17,20,55,12,5,26,3,0,0,5,1,22.67343348,0.217120022,79.2712648,5.340223661,7.480153108,0.416490486,277,0.000264604,10
396,20,464,2305,4.0625,70,104,28,23,23,31,20,0,14,0,1,1,7,1,18.75793774,0.443126678,78.08398276,5.150581456,6.829030345,0.362068966,279,0.000225652,8
397,22,401,1995,4.10723192,47,80,25,5,28,36,21,1,18,0,0,1,2,1,17.52424667,0.280577481,82.21511619,2.733975239,6.942542802,0.389027431,221,0.000209534,8
398,8,168,843,4.083333333,32,32,8,9,7,29,8,0,1,0,0,0,0,0,12.4191732,0.364668161,85.81285714,4.074621212,6.275897619,0.43452381,117,9.81E-05,6
399,21,322,1644,4.211180124,49,76,15,14,17,26,18,0,4,3,0,0,0,1,28.18694119,0.305650324,83.55116977,1.291602787,6.603710352,0.360248447,197,0.000155807,8
400,32,524,2605,4.053435115,102,107,26,13,22,76,31,0,6,0,0,1,2,3,18.70599775,0.367303938,82.6884208,1.810959084,5.774577863,0.261450382,346,0.000184014,8
401,19,434,2005,3.760368664,61,85,17,15,16,52,10,6,21,3,0,1,0,0,39.18409019,0.224772379,87.5493415,4.917303299,6.734122799,0.398617512,246,0.000232368,8
402,37,774,4008,4.275193798,112,191,41,23,39,58,35,2,17,0,0,1,7,3,58.5799685,0.407081246,75.86276241,4.089515452,6.469323856,0.277777778,464,0.000288781,9
403,13,450,2424,4.431111111,64,93,21,13,47,56,11,0,1,2,0,3,9,2,36.66698359,0.353592396,57.02038462,11.41491803,7.107867521,0.313333333,294,0.000189386,8
404,29,418,2001,3.892344498,72,86,19,15,18,54,24,1,8,4,0,0,1,1,15.78890467,0.348250806,89.59208134,0.956875468,5.749103564,0.313397129,264,0.000175955,8
405,16,338,1787,4.387573964,47,69,11,16,21,47,15,1,8,0,0,0,0,2,33.01717182,0.430579722,75.51324334,4.195818622,6.552939053,0.331360947,211,0.000150435,8
406,16,396,1993,4.166666667,57,85,16,10,13,43,16,0,7,0,0,2,1,2,24.05958543,0.411618739,77.67284091,5.875696869,6.100185859,0.247474747,224,0.00013163,8
407,16,363,1731,3.870523416,45,70,19,13,28,39,15,1,12,0,0,2,0,3,17.75140612,0.320858955,85.92288998,4.846071429,6.501744904,0.418732782,214,0.000204161,8
408,28,589,2988,4.229202037,59,110,51,9,39,36,28,0,29,0,0,1,0,2,24.44576933,0.328575909,81.06235781,4.09618147,7.199837473,0.365025467,304,0.000288781,12
409,33,507,2544,4.143984221,73,96,27,20,25,57,32,1,15,0,0,2,3,0,11.9997903,0.382579565,91.62315761,1.486560073,6.391751354,0.331360947,298,0.000225652,10
410,24,482,2181,3.721991701,56,90,29,15,20,44,17,7,34,0,0,1,0,1,20.934717,0.273958564,98.51556189,3.90374501,6.434396819,0.317427386,255,0.000205504,9
411,23,381,1818,3.86351706,59,67,19,6,16,46,22,0,6,1,0,0,4,2,18.28660215,0.353750497,90.10004451,2.031101449,5.825772578,0.31496063,213,0.00016118,8
412,25,380,1803,3.852631579,52,59,18,19,24,56,25,0,11,0,0,0,1,9,17.59472606,0.353450388,94.56226316,1.504045977,5.96942,0.336842105,228,0.000171925,7
413,14,189,873,3.746031746,22,34,16,2,10,26,14,0,3,0,0,0,0,0,12.22494312,0.270715296,95.99916667,0.732419355,5.809909524,0.476190476,110,0.000120885,6
414,10,281,1348,3.889679715,44,52,9,13,15,36,10,0,7,0,0,2,0,2,14.24859123,0.336071968,83.17613345,7.227037975,6.996985979,0.359430605,169,0.00013566,8
415,34,694,3686,4.45389049,82,140,35,20,18,58,32,2,24,0,0,0,1,1,43.98772334,0.372676909,85.66979658,3.80011422,6.62836157,0.292507205,353,0.000272663,12
416,20,245,1169,3.881632653,43,48,22,4,5,28,20,0,5,0,0,1,1,1,6.551471229,0.318126291,100.1326786,0.32324359,5.597528571,0.334693878,150,0.00011014,6
417,18,303,1460,3.97359736,41,57,14,14,9,30,15,2,16,2,0,1,4,0,8.66863117,0.289587319,95.93530528,2.331071429,6.295360726,0.343234323,165,0.000139689,8
418,11,236,1128,3.894067797,30,39,13,14,17,25,11,0,10,0,0,0,2,0,11.56482322,0.294946223,82.53490755,4.287062937,6.707848844,0.38559322,138,0.000122228,6
419,12,351,1662,3.792022792,66,49,17,17,19,61,12,0,1,0,0,2,2,8,23.04466619,0.248398975,78.08471154,7.844872263,6.61681567,0.373219373,229,0.000175955,7
420,29,550,2747,4.076363636,75,117,34,21,24,62,29,0,9,0,0,0,2,2,39.10501692,0.353145152,82.21954545,3.09652152,6.184898746,0.281818182,333,0.000208191,9
421,31,579,2735,3.917098446,72,101,27,8,31,60,22,6,36,2,0,0,2,0,22.47135581,0.348349005,98.30954371,3.26744935,6.526423316,0.288428325,299,0.000224309,9
422,24,539,2492,3.768089054,78,86,34,34,28,73,22,0,27,1,0,1,1,4,18.54239623,0.277722836,87.66799204,4.746131922,6.273772851,0.300556586,333,0.000217593,10
423,22,499,2454,4.044088176,82,96,31,15,28,46,20,0,24,2,0,0,0,1,11.03422139,0.372096866,81.41135134,4.865948224,6.755045236,0.338677355,298,0.000226995,9
424,37,604,2929,4.01986755,76,103,36,12,46,68,26,9,39,2,0,2,1,0,24.70173002,0.319338202,86.89693664,1.846371493,6.616004367,0.32615894,340,0.000264604,11
425,11,384,1858,4.005208333,43,71,11,22,23,27,10,0,16,1,0,1,1,2,31.69688353,0.361787975,83.93821023,9.899056561,6.807183617,0.322916667,197,0.000166552,8
426,31,440,2126,3.954545455,52,80,42,13,26,49,31,0,10,0,0,0,0,5,25.77362953,0.317000002,91.10082111,0.89199241,6.170704545,0.379545455,262,0.000224309,9
427,43,665,2978,3.628571429,96,110,33,21,37,85,39,3,23,1,0,3,5,2,17.99987405,0.258811593,102.0852754,1.968837209,5.685765256,0.282706767,382,0.000252515,8
428,29,550,2808,4.247272727,66,119,31,17,24,34,20,8,20,1,0,2,2,1,26.27548245,0.344875485,81.60427273,3.095310545,7.017462382,0.336363636,290,0.000248486,11
429,26,351,1647,3.897435897,41,74,17,17,16,26,25,0,14,1,0,1,1,2,14.60724975,0.272758543,97.20429487,0.786532663,6.420430484,0.381766382,190,0.000179984,8
430,35,540,2655,4.055555556,67,110,25,17,29,40,34,1,7,0,0,2,2,1,23.25481497,0.324242175,91.22166667,1.506603672,6.156201587,0.351851852,288,0.000255201,11
431,12,363,1725,3.812672176,63,57,13,19,22,64,12,0,2,0,0,0,2,4,15.25508447,0.264753968,76.14943182,8.337115385,6.702850413,0.366391185,238,0.000178641,7
432,32,682,3238,3.841642229,91,123,38,33,54,83,32,0,23,0,0,2,2,3,34.29909046,0.260663301,89.93477731,4.248645833,6.43003695,0.329912023,422,0.000302212,11
433,24,454,2259,4.116740088,56,87,30,18,15,42,24,0,18,0,0,0,2,0,29.3365695,0.32204929,82.72312959,3.074202931,6.696330543,0.350220264,247,0.000213563,8
434,25,381,1873,4.039370079,49,70,22,12,27,50,22,2,12,1,0,0,0,0,16.23294424,0.352754444,85.89395906,1.284842105,6.25736463,0.351706037,230,0.000179984,8
435,25,352,1743,4.088068182,51,70,9,15,22,34,23,1,11,1,0,1,0,1,12.89877959,0.345656961,86.31311818,0.702485068,6.129186182,0.306818182,201,0.000145062,8
436,16,468,2392,4.170940171,65,86,31,24,24,67,15,0,5,1,0,1,1,5,21.19347784,0.449912012,72.48086538,8.060948834,6.808005128,0.320512821,297,0.000201475,10
437,17,340,1614,3.841176471,38,44,17,7,23,44,17,0,4,0,0,0,1,3,33.14802416,0.322280258,87.25441176,3.618667256,5.975294118,0.294117647,173,0.000134317,8
438,25,472,2331,4.086864407,70,86,28,17,17,44,25,0,20,0,0,0,0,2,13.0887354,0.464878291,84.07264746,3.062786159,6.47979122,0.311440678,262,0.000197445,8
439,24,475,2354,4.105263158,63,86,19,9,15,58,24,0,22,0,0,0,4,4,17.35158945,0.404104888,84.69214254,3.503099913,6.313514035,0.275789474,250,0.000175955,10
440,8,315,1557,4.041269841,48,63,11,8,14,33,8,0,6,0,0,1,3,1,31.28721292,0.466980636,64.54366071,12.73965551,7.143436508,0.346031746,177,0.000146405,8
441,19,424,2066,4.106132075,53,82,17,14,13,18,17,0,19,2,0,2,2,0,17.35884213,0.465429366,96.79107746,4.823357366,7.126759384,0.323113208,196,0.000184014,8
442,12,268,1237,3.735074627,39,40,6,7,9,52,12,0,8,0,0,4,5,3,16.92286329,0.389614195,90.09651741,4.707080537,5.863673632,0.294776119,153,0.00010611,8
443,25,541,2747,4.242144177,70,115,29,20,22,38,24,1,16,0,0,1,3,5,20.48397274,0.332206756,81.9742817,4.376623708,6.869659157,0.303142329,294,0.000220279,10
444,36,630,3008,3.971428571,82,118,31,20,29,60,29,4,30,3,1,0,0,1,17.9298771,0.312886566,95.34107143,2.622096466,6.384261905,0.315873016,337,0.00026729,11
445,22,493,2413,4.062880325,52,112,35,17,22,30,21,0,22,0,0,4,2,0,37.16023658,0.327858925,89.19362668,4.732892487,7.374319509,0.373225152,264,0.000247142,9
446,1,24,123,4.208333333,5,7,2,1,0,3,1,0,0,0,0,0,0,1,3,0,87.3,5.428888889,6.142733333,0.833333333,18,2.69E-05,2
447,17,310,1492,3.9,45,54,20,8,15,43,16,1,6,0,0,0,0,2,23.82156914,0.270801485,85.98746679,2.767607843,6.01809962,0.341935484,185,0.000142376,7
448,25,437,1986,3.707093822,52,58,22,22,23,64,24,0,12,1,0,0,0,2,25.50407044,0.263852268,98.87861236,2.745265236,5.948816924,0.306636156,241,0.000179984,8
449,11,224,1114,4.071428571,27,48,18,12,8,28,9,2,9,0,0,0,1,1,13.83925664,0.457810223,80.79358766,3.775653307,6.056357792,0.321428571,141,9.67E-05,7
450,34,474,2395,4.181434599,57,97,30,14,21,33,34,0,10,0,0,0,0,0,17.0367529,0.357756376,85.95306031,0.622589022,6.026906404,0.293248945,252,0.0001867,9
451,27,511,2410,3.810176125,71,83,41,23,27,51,27,0,5,0,0,0,1,1,32.97638651,0.298105061,91.10502863,3.173821231,5.687632971,0.326810176,296,0.000224309,8
452,3,93,468,4.075268817,15,20,2,9,7,7,3,0,0,0,0,0,1,2,11.13232808,0.220447421,66.20870968,9.155,9.079153763,0.494623656,60,6.18E-05,4
453,14,390,1879,3.928205128,60,64,16,31,31,41,14,0,8,0,0,4,3,3,17.16023946,0.318935066,87.45230769,7.067142857,6.111368132,0.31025641,243,0.000162523,7
454,31,550,2824,4.249090909,56,128,38,12,26,42,29,0,12,2,0,1,0,1,22.28278548,0.336105794,80.07748094,2.484148378,6.928063636,0.350909091,302,0.000259231,10
455,15,319,1568,4.056426332,44,68,24,15,14,37,15,0,22,0,0,0,1,3,24.48415068,0.359621048,82.8806813,4.197813472,7.116749864,0.388714734,202,0.000166552,9
456,13,334,1538,3.74251497,41,62,14,12,13,49,12,1,14,0,0,1,2,1,19.52410938,0.201179922,88.30521188,6.157808219,6.849131875,0.401197605,191,0.000179984,8
457,34,550,2618,3.918181818,70,107,23,21,20,52,27,4,21,3,0,0,1,2,9.551832464,0.295637697,95.35624599,2.000441652,6.247525668,0.314545455,293,0.000232368,8
458,31,409,1866,3.718826406,46,61,28,15,24,55,30,0,17,1,0,0,1,0,16.58845509,0.27438134,97.67386624,0.658596809,6.105398778,0.349633252,229,0.000192073,8
459,18,400,1922,3.93,44,67,37,17,25,37,17,1,13,0,0,0,2,3,25.23567626,0.302409232,84.45144444,4.636666667,6.949322222,0.4025,226,0.00021625,8
460,29,485,2413,4.090721649,77,90,29,20,15,58,29,0,8,0,0,4,5,0,22.8002509,0.220725104,85.0257732,2.014876355,6.64731621,0.358762887,289,0.000233711,8
461,15,292,1402,3.893835616,42,65,11,14,8,24,15,0,3,0,0,0,5,3,18.30365355,0.35038206,85.67222374,3.354571429,5.845779543,0.335616438,164,0.00013163,7
462,24,365,1718,3.879452055,56,72,17,9,16,48,11,9,24,6,0,1,1,2,16.88741044,0.281605005,92.19634989,1.428084112,6.337545662,0.416438356,218,0.000204161,8
463,19,370,1839,4.07027027,54,78,25,17,12,40,17,0,5,2,0,1,1,2,13.7459054,0.230264261,86.92110242,3.368562845,6.522800142,0.408108108,226,0.000202818,9
464,21,359,1915,4.442896936,45,78,23,8,20,46,21,0,13,0,0,1,1,1,18.16180103,0.377870977,75.42650882,2.151050767,7.123421024,0.381615599,220,0.000184014,8
465,9,219,1056,3.97260274,27,46,11,12,5,28,9,0,7,0,0,2,1,0,21.53703931,0.304686099,84.40242009,5.587562582,7.439049772,0.474885845,127,0.000139689,8
466,23,427,2196,4.274004684,52,100,39,31,20,31,22,2,20,0,0,1,2,0,11.01374385,0.310879052,83.18240505,2.904763705,7.404711832,0.405152225,273,0.000232368,9
467,19,417,1953,3.896882494,55,75,25,13,17,37,18,1,15,0,0,1,0,0,23.28157661,0.354377776,92.45194623,4.56727336,6.466912016,0.323741007,217,0.000181327,8
468,27,294,1478,4.149659864,51,64,18,9,10,42,27,0,0,0,0,0,1,1,8.992952468,0.322398156,87.87461451,-0.922133333,6.16376576,0.370748299,194,0.000146405,8
469,30,591,2894,4.033840948,66,131,42,23,25,40,30,0,18,0,0,3,3,0,42.00743305,0.312116802,87.49533756,3.48070317,6.537274822,0.326565144,327,0.000259231,12
470,16,301,1383,3.674418605,49,53,13,17,13,43,16,0,0,0,0,0,10,4,33.17389775,0.247725457,92.74097695,3.157034024,5.985978738,0.375415282,188,0.000151778,7
471,11,146,652,3.595890411,18,27,1,6,2,22,10,0,0,1,0,1,0,2,8.660201283,0.216573805,101.2303051,0.882492853,5.484484807,0.376712329,76,7.39E-05,6
472,25,544,2605,3.943014706,74,105,31,20,32,48,23,0,30,2,0,2,3,1,28.16882642,0.283766657,84.44161471,4.424248062,6.979803353,0.369485294,310,0.000269976,9
473,20,393,1886,3.880407125,56,80,14,13,14,39,20,0,6,0,0,13,4,4,15.85181686,0.395722389,88.08261641,3.463767974,6.017374097,0.305343511,216,0.00016118,8
474,10,215,1061,4.102325581,30,36,14,9,12,20,10,0,10,0,0,0,2,3,19.18080512,0.438745856,85.45994186,4.304667984,6.906155814,0.386046512,121,0.000111483,6
475,22,435,2135,4.055172414,56,72,26,15,39,39,19,0,24,3,0,0,2,0,10.80860217,0.318934292,92.24706113,3.587182941,6.432169801,0.333333333,247,0.000194759,8
476,34,548,2618,3.941605839,61,101,40,15,25,58,33,1,33,0,0,0,1,0,12.83201471,0.26850912,93.52522327,1.910344698,6.481719966,0.350364964,300,0.000257888,10
477,20,354,1701,3.929378531,45,76,21,10,14,45,18,0,9,2,0,2,1,1,17.77144722,0.362147182,87.30170339,2.526205882,6.253996271,0.324858757,211,0.000154464,8
478,27,555,2834,4.277477477,70,116,18,10,16,43,22,0,14,5,0,1,0,0,36.63458237,0.386977196,92.07273273,3.939271284,6.732938438,0.340540541,273,0.000253858,10
479,31,438,2220,4.180365297,76,86,18,5,15,37,31,0,4,0,0,2,1,2,14.41197183,0.328139812,91.08992267,0.859410138,6.392163014,0.299086758,237,0.000175955,9
480,14,452,2125,3.807522124,55,84,24,20,17,52,14,0,13,0,0,0,2,3,32.29273881,0.343401134,75.24022124,9.22008658,6.914685588,0.316371681,252,0.000192073,9
481,13,235,1203,4.242553191,23,48,21,11,10,16,13,0,10,0,0,2,1,0,18.61119565,0.388570189,77.96692308,2.65257329,7.220774959,0.434042553,129,0.000137003,7
482,35,571,2634,3.770577933,85,96,23,19,25,61,35,0,9,0,0,1,3,2,37.15872454,0.311509281,95.60104378,2.074573664,6.215495927,0.309982487,309,0.00023774,10
483,29,574,2804,4.022648084,75,102,32,20,41,83,19,2,26,9,0,1,1,3,21.08152072,0.240800664,85.34290941,3.507181235,6.131217025,0.282229965,353,0.000217593,9
484,17,347,1647,3.86167147,55,51,14,9,32,50,16,1,10,0,0,0,0,4,17.68549702,0.290489942,82.74414816,3.794134295,6.287079149,0.360230548,211,0.000167896,8
485,24,376,1747,3.787234043,53,80,16,15,30,43,24,0,13,0,0,0,3,1,27.77110892,0.260150492,89.23333333,1.570929204,6.387316667,0.369680851,237,0.0001867,8
486,30,590,2940,4.1,75,126,32,22,30,62,29,1,28,0,0,2,3,5,28.35323915,0.393041819,85.2099435,3.446464034,6.940322599,0.316949153,347,0.000251172,9
487,39,610,2841,3.78852459,80,113,32,18,30,69,37,0,26,2,0,2,3,2,24.58192956,0.341488272,94.29345734,1.707116212,6.224262085,0.31147541,342,0.000255201,8
488,12,389,1832,3.766066838,64,71,26,21,8,55,11,0,6,0,0,0,5,2,20.89697795,0.369951248,74.54339439,9.306701313,6.380921937,0.29562982,245,0.000154464,8
489,13,342,1662,3.964912281,38,67,22,8,15,37,8,3,15,2,0,0,2,0,22.35568231,0.339495748,76.73269231,6.604545455,6.51112762,0.365497076,187,0.000167896,7
490,13,298,1497,4.100671141,49,68,12,19,8,28,13,0,2,0,0,1,3,1,19.77356243,0.2962282,76.25666753,5.052645503,7.104894011,0.365771812,184,0.000146405,8
491,33,473,2390,4.186046512,66,87,33,11,34,54,31,1,21,0,0,1,2,5,16.36960587,0.297091752,86.93909796,0.846970211,6.684219803,0.363636364,285,0.000231024,9
492,22,364,1739,3.947802198,43,72,27,14,14,25,21,0,20,1,0,0,1,1,11.91085768,0.330310822,92.89081419,2.095598086,6.582731469,0.362637363,195,0.000177298,8
493,20,380,1765,3.821052632,48,75,11,13,15,42,17,0,16,3,0,1,2,2,12.83682249,0.28202638,95.15789474,3.307319277,6.116347368,0.321052632,204,0.000163866,9
494,33,732,3549,3.965846995,106,128,42,31,49,90,32,1,25,0,0,4,1,2,22.46973442,0.340212822,83.77127422,4.620094044,6.030980477,0.296448087,446,0.000291467,9
495,27,643,3157,4.088646967,75,150,31,15,26,37,26,1,36,0,0,0,4,0,39.28953276,0.321076512,89.24772191,5.352034429,6.733142498,0.354587869,333,0.000306242,12
496,36,480,2167,3.670833333,71,79,18,17,17,71,32,2,18,3,0,0,1,2,27.19476639,0.261934012,98.30291667,0.757515461,6.172895833,0.360416667,273,0.000232368,9
497,36,470,2399,4.244680851,67,110,25,16,24,49,36,0,20,0,0,2,3,2,13.88635522,0.247794971,87.20361111,0.196594755,6.635757683,0.363829787,291,0.000229681,10
498,26,418,1945,3.813397129,62,53,24,19,23,63,20,3,2,3,0,3,4,4,16.22373228,0.296780288,104.2977843,2.378403756,6.020470409,0.291866029,242,0.000163866,8
499,5,141,721,4.205673759,20,31,6,4,4,9,5,0,4,0,0,0,1,0,8.727085202,0.373149931,72.012,7.616,6.603021418,0.368794326,74,6.98E-05,7
500,10,251,1312,4.294820717,42,49,14,13,14,40,10,0,3,0,0,0,2,2,35.08887443,0.501572311,71.14256375,6.220492355,6.768710996,0.462151394,172,0.000155807,8
501,39,597,2900,4.043551089,69,118,35,13,37,67,30,3,50,6,0,4,2,0,27.34362389,0.322699577,93.09367221,1.505367965,6.326532058,0.316582915,339,0.000253858,10
502,28,480,2151,3.641666667,50,84,24,15,29,52,21,4,22,3,0,3,1,0,29.35725384,0.233799711,100.07625,2.643383347,5.934202381,0.325,254,0.000209534,10
