,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,,Punctuation_Errors,,Grammar_Error_List,Number_of_Connectors,Connectivity_Index
411,23,381,1818,3.86351706,59,67,19,6,16,46,22,0,6,1,0,0,4,,2,,"['HE_VERB_AGR', 'HE_VERB_AGR', 'TO_NON_BASE', 'HAD_VBP']",41,18.28660215
412,25,380,1803,3.852631579,52,59,18,19,24,56,25,0,11,0,0,0,1,,9,,['THE_SENT_END'],52,17.59472606
413,14,189,873,3.746031746,22,34,16,2,10,26,14,0,3,0,0,0,0,,0,,[],19,12.22494312
414,10,281,1348,3.889679715,44,52,9,13,15,36,10,0,7,0,0,2,0,,2,,[],35,14.24859123
415,34,694,3686,4.45389049,82,140,35,20,18,58,32,2,24,0,0,0,1,,1,,['PEOPLE_VBZ'],69,43.98772334
416,20,245,1169,3.881632653,43,48,22,4,5,28,20,0,5,0,0,1,1,,1,,['NON3PRS_VERB'],28,6.551471229
417,18,303,1460,3.97359736,41,57,14,14,9,30,15,2,16,2,0,1,4,,0,,"['ON_SKYPE', 'MOST_SUPERLATIVE', 'GOOGLE_PRODUCTS', 'HE_VERB_AGR']",41,8.66863117
418,11,236,1128,3.894067797,30,39,13,14,17,25,11,0,10,0,0,0,2,,0,,"['BELIVE_BELIEVE', 'AUXILIARY_DO_WITH_INCORRECT_VERB_FORM']",29,11.56482322
419,12,351,1662,3.792022792,66,49,17,17,19,61,12,0,1,0,0,2,2,,8,,"['MISSING_TO_BEFORE_A_VERB', 'THE_THEY']",52,23.04466619
420,29,550,2747,4.076363636,75,117,34,21,24,62,29,0,9,0,0,0,2,,2,,"['MISSING_APOSTROPHE_T', 'ARN_T']",78,39.10501692
421,31,579,2735,3.917098446,72,101,27,8,31,60,22,6,36,2,0,0,2,,0,,"['PRP_VB', 'HE_VERB_AGR']",36,22.47135581
422,24,539,2492,3.768089054,78,86,34,34,28,73,22,0,27,1,0,1,1,,4,,['AUXILIARY_DO_WITH_INCORRECT_VERB_FORM'],73,18.54239623
423,22,499,2454,4.044088176,82,96,31,15,28,46,20,0,24,2,0,0,0,,1,,[],50,11.03422139
424,37,604,2929,4.01986755,76,103,36,12,46,68,26,9,39,2,0,2,1,,0,,['TWITTER'],53,24.70173002
425,11,384,1858,4.005208333,43,71,11,22,23,27,10,0,16,1,0,1,1,,2,,['UNDER_COMPOUNDS'],54,31.69688353
426,31,440,2126,3.954545455,52,80,42,13,26,49,31,0,10,0,0,0,0,,5,,[],41,25.77362953
427,43,665,2978,3.628571429,96,110,33,21,37,85,39,3,23,1,0,3,5,,2,,"['THERE_MISSING_VERB', 'ITS_TO_IT_S', 'MISSING_TO_BEFORE_A_VERB', 'HE_VERB_AGR', 'TO_RB_TO_VB']",74,17.99987405
428,29,550,2808,4.247272727,66,119,31,17,24,34,20,8,20,1,0,2,2,,1,,"['A_NNS', 'AGREEMENT_SENT_START']",51,26.27548245
429,26,351,1647,3.897435897,41,74,17,17,16,26,25,0,14,1,0,1,1,,2,,['A_NNS'],40,14.60724975
430,35,540,2655,4.055555556,67,110,25,17,29,40,34,1,7,0,0,2,2,,1,,"['COMP_THAN', 'ON_COMPOUNDS']",52,23.25481497
431,12,363,1725,3.812672176,63,57,13,19,22,64,12,0,2,0,0,0,2,,4,,"['THERE_S_MANY', 'ARE_WE_HAVE']",52,15.25508447
432,32,682,3238,3.841642229,91,123,38,33,54,83,32,0,23,0,0,2,2,,3,,"['THERE_S_MANY', 'HAVE_PART_AGREEMENT']",101,34.29909046
433,24,454,2259,4.116740088,56,87,30,18,15,42,24,0,18,0,0,0,2,,0,,"['HE_VERB_AGR', 'CD_NN']",50,29.3365695
434,25,381,1873,4.039370079,49,70,22,12,27,50,22,2,12,1,0,0,0,,0,,[],27,16.23294424
435,25,352,1743,4.088068182,51,70,9,15,22,34,23,1,11,1,0,1,0,,1,,[],37,12.89877959
436,16,468,2392,4.170940171,65,86,31,24,24,67,15,0,5,1,0,1,1,,5,,['GOING_TO_VBD'],62,21.19347784
437,17,340,1614,3.841176471,38,44,17,7,23,44,17,0,4,0,0,0,1,,3,,['PEOPLE_VBZ'],40,33.14802416
438,25,472,2331,4.086864407,70,86,28,17,17,44,25,0,20,0,0,0,0,,2,,[],43,13.0887354
439,24,475,2354,4.105263158,63,86,19,9,15,58,24,0,22,0,0,0,4,,4,,"['HAVE_PART_AGREEMENT', 'IT_VBZ', 'HE_VERB_AGR', 'IT_VBZ']",33,17.35158945
440,8,315,1557,4.041269841,48,63,11,8,14,33,8,0,6,0,0,1,3,,1,,"['PEOPLE_VBZ', 'PEOPLE_VBZ', 'PEOPLE_VBZ']",43,31.28721292
441,19,424,2066,4.106132075,53,82,17,14,13,18,17,0,19,2,0,2,2,,0,,"['HE_VERB_AGR', 'DOWN_COMPOUNDS']",42,17.35884213
442,12,268,1237,3.735074627,39,40,6,7,9,52,12,0,8,0,0,4,5,,3,,"['HE_VERB_AGR', 'GOOGLE_PRODUCTS', 'DT_PRP', 'HE_VERB_AGR', 'DO_YOU_WHAT']",24,16.92286329
443,25,541,2747,4.242144177,70,115,29,20,22,38,24,1,16,0,0,1,3,,5,,"['FEWER_LESS', 'CYBER_COMPOUNDS', 'FEWER_LESS']",55,20.48397274
444,36,630,3008,3.971428571,82,118,31,20,29,60,29,4,30,3,1,0,0,,1,,[],57,17.9298771
445,22,493,2413,4.062880325,52,112,35,17,22,30,21,0,22,0,0,4,2,,0,,"['SINGULAR_VERB_AFTER_THESE_OR_THOSE', 'HE_VERB_AGR']",55,37.16023658
446,1,24,123,4.208333333,5,7,2,1,0,3,1,0,0,0,0,0,0,,1,,[],2,3
447,17,310,1492,3.9,45,54,20,8,15,43,16,1,6,0,0,0,0,,2,,[],42,23.82156914
448,25,437,1986,3.707093822,52,58,22,22,23,64,24,0,12,1,0,0,0,,2,,[],49,25.50407044
449,11,224,1114,4.071428571,27,48,18,12,8,28,9,2,9,0,0,0,1,,1,,['ITS_TO_IT_S'],34,13.83925664
450,34,474,2395,4.181434599,57,97,30,14,21,33,34,0,10,0,0,0,0,,0,,[],45,17.0367529
451,27,511,2410,3.810176125,71,83,41,23,27,51,27,0,5,0,0,0,1,,1,,['THERE_VBP_NN'],80,32.97638651
452,3,93,468,4.075268817,15,20,2,9,7,7,3,0,0,0,0,0,1,,2,,['COMPERE'],16,11.13232808
453,14,390,1879,3.928205128,60,64,16,31,31,41,14,0,8,0,0,4,3,,3,,"['ITS_TO_IT_S', 'NON3PRS_VERB', 'DID_BASEFORM']",72,17.16023946
454,31,550,2824,4.249090909,56,128,38,12,26,42,29,0,12,2,0,1,0,,1,,[],58,22.28278548
455,15,319,1568,4.056426332,44,68,24,15,14,37,15,0,22,0,0,0,1,,3,,['MOST_OF_THE_TIMES'],39,24.48415068
456,13,334,1538,3.74251497,41,62,14,12,13,49,12,1,14,0,0,1,2,,1,,"['A_HUNDREDS', 'ITS_TO_IT_S']",42,19.52410938
457,34,550,2618,3.918181818,70,107,23,21,20,52,27,4,21,3,0,0,1,,2,,['THE_PUNCT'],58,9.551832464
458,31,409,1866,3.718826406,46,61,28,15,24,55,30,0,17,1,0,0,1,,0,,['HE_VERB_AGR'],42,16.58845509
459,18,400,1922,3.93,44,67,37,17,25,37,17,1,13,0,0,0,2,,3,,"['MASS_AGREEMENT', 'MD_BASEFORM']",60,25.23567626
460,29,485,2413,4.090721649,77,90,29,20,15,58,29,0,8,0,0,4,5,,0,,"['BELIVE_BELIEVE', 'MASS_AGREEMENT', 'HE_VERB_AGR', 'MASS_AGREEMENT', 'ARN_T']",62,22.8002509
461,15,292,1402,3.893835616,42,65,11,14,8,24,15,0,3,0,0,0,5,,3,,"['THE_THEY', 'THE_THEY', 'A_LOT_OF_NN', 'A_LOT_OF_NN', 'DONT_NEEDS']",40,18.30365355
462,24,365,1718,3.879452055,56,72,17,9,16,48,11,9,24,6,0,1,1,,2,,['PRP_REPITION'],33,16.88741044
463,19,370,1839,4.07027027,54,78,25,17,12,40,17,0,5,2,0,1,1,,2,,['DT_PRP'],45,13.7459054
464,21,359,1915,4.442896936,45,78,23,8,20,46,21,0,13,0,0,1,1,,1,,['SOFTWARES'],37,18.16180103
465,9,219,1056,3.97260274,27,46,11,12,5,28,9,0,7,0,0,2,1,,0,,['PRP_MAYBE_JJ'],27,21.53703931
466,23,427,2196,4.274004684,52,100,39,31,20,31,22,2,20,0,0,1,2,,0,,"['CYBER_COMPOUNDS', 'THE_SUPERLATIVE']",55,11.01374385
467,19,417,1953,3.896882494,55,75,25,13,17,37,18,1,15,0,0,1,0,,0,,[],44,23.28157661
468,27,294,1478,4.149659864,51,64,18,9,10,42,27,0,0,0,0,0,1,,1,,['A_NNS'],37,8.992952468
469,30,591,2894,4.033840948,66,131,42,23,25,40,30,0,18,0,0,3,3,,0,,"['MICROSOFT_PRODUCTS', 'MICROSOFT_PRODUCTS', 'WANT_TO_NN']",62,42.00743305
470,16,301,1383,3.674418605,49,53,13,17,13,43,16,0,0,0,0,0,10,,4,,"['IT_IT', 'IT_VBZ', 'THE_THEY', 'IT_VBZ', 'HE_VERB_AGR', 'ALLOW_TO', 'ON_COMPOUNDS', 'THE_SUPERLATIVE', 'USE_TO_VERB', 'AND_END']",50,33.17389775
471,11,146,652,3.595890411,18,27,1,6,2,22,10,0,0,1,0,1,0,,2,,[],23,8.660201283
472,25,544,2605,3.943014706,74,105,31,20,32,48,23,0,30,2,0,2,3,,1,,"['CYBER_COMPOUNDS', 'AFFECTS', 'CYBER_COMPOUNDS']",55,28.16882642
473,20,393,1886,3.880407125,56,80,14,13,14,39,20,0,6,0,0,13,4,,4,,"['BEEN_PART_AGREEMENT', 'THANK_FULL', 'EVER_DAY', 'HAND_COMPOUNDS']",40,15.85181686
474,10,215,1061,4.102325581,30,36,14,9,12,20,10,0,10,0,0,0,2,,3,,"['THE_ADD_ON', 'SUPERLATIVE_THAN']",29,19.18080512
475,22,435,2135,4.055172414,56,72,26,15,39,39,19,0,24,3,0,0,2,,0,,"['FEWER_LESS', 'MD_BASEFORM']",49,10.80860217
476,34,548,2618,3.941605839,61,101,40,15,25,58,33,1,33,0,0,0,1,,0,,['THERE_S_MANY'],50,12.83201471
477,20,354,1701,3.929378531,45,76,21,10,14,45,18,0,9,2,0,2,1,,1,,['A_TO'],29,17.77144722
478,27,555,2834,4.277477477,70,116,18,10,16,43,22,0,14,5,0,1,0,,0,,[],57,36.63458237
479,31,438,2220,4.180365297,76,86,18,5,15,37,31,0,4,0,0,2,1,,2,,['PEOPLE_VBZ'],53,14.41197183
480,14,452,2125,3.807522124,55,84,24,20,17,52,14,0,13,0,0,0,2,,3,,"['ITS_TO_IT_S', 'HE_VERB_AGR']",54,32.29273881
481,13,235,1203,4.242553191,23,48,21,11,10,16,13,0,10,0,0,2,1,,0,,['ITS_TO_IT_S'],33,18.61119565
482,35,571,2634,3.770577933,85,96,23,19,25,61,35,0,9,0,0,1,3,,2,,"['THE_SUPERLATIVE', 'DON_T_AREN_T', 'HE_VERB_AGR']",62,37.15872454
483,29,574,2804,4.022648084,75,102,32,20,41,83,19,2,26,9,0,1,1,,3,,['MOST_COMPARATIVE'],49,21.08152072
484,17,347,1647,3.86167147,55,51,14,9,32,50,16,1,10,0,0,0,0,,4,,[],34,17.68549702
485,24,376,1747,3.787234043,53,80,16,15,30,43,24,0,13,0,0,0,3,,1,,"['THIS_NNS', 'DOSNT', 'DOSNT']",42,27.77110892
486,30,590,2940,4.1,75,126,32,22,30,62,29,1,28,0,0,2,3,,5,,"['MICROSOFT_PRODUCTS', 'PRP_VB', 'HE_NEED']",66,28.35323915
487,39,610,2841,3.78852459,80,113,32,18,30,69,37,0,26,2,0,2,3,,2,,"['WORD_ESSAY_HYPHEN', 'WORD_ESSAY_HYPHEN', 'WORD_ESSAY_HYPHEN']",78,24.58192956
488,12,389,1832,3.766066838,64,71,26,21,8,55,11,0,6,0,0,0,5,,2,,"['PRP_MD_NN', 'TO_NON_BASE', 'DT_PRP', 'EVER_DAY', 'PLURAL_VERB_AFTER_THIS']",59,20.89697795
489,13,342,1662,3.964912281,38,67,22,8,15,37,8,3,15,2,0,0,2,,0,,"['HE_VERB_AGR', 'IT_VBZ']",26,22.35568231
490,13,298,1497,4.100671141,49,68,12,19,8,28,13,0,2,0,0,1,3,,1,,"['BELIVE_BELIEVE', 'PHRASE_REPETITION', 'MISSING_TO_BEFORE_A_VERB']",45,19.77356243
491,33,473,2390,4.186046512,66,87,33,11,34,54,31,1,21,0,0,1,2,,5,,"['A_INFINITIVE', 'HOME_COMPOUNDS']",50,16.36960587
492,22,364,1739,3.947802198,43,72,27,14,14,25,21,0,20,1,0,0,1,,1,,['MD_BASEFORM'],38,11.91085768
493,20,380,1765,3.821052632,48,75,11,13,15,42,17,0,16,3,0,1,2,,2,,"['PRP_MD_NN', 'COUD_T']",31,12.83682249
494,33,732,3549,3.965846995,106,128,42,31,49,90,32,1,25,0,0,4,1,,2,,['A_GOOGLE'],93,22.46973442
495,27,643,3157,4.088646967,75,150,31,15,26,37,26,1,36,0,0,0,4,,0,,"['HE_VERB_AGR', 'PRP_MD_NN', 'HE_VERB_AGR', 'PERS_PRONOUN_AGREEMENT']",58,39.28953276
496,36,480,2167,3.670833333,71,79,18,17,17,71,32,2,18,3,0,0,1,,2,,['PRP_JJ'],50,27.19476639
497,36,470,2399,4.244680851,67,110,25,16,24,49,36,0,20,0,0,2,3,,2,,"['NEWS_COMPOUNDS', 'HAD_VBP', 'A_INFINITIVE']",60,13.88635522
498,26,418,1945,3.813397129,62,53,24,19,23,63,20,3,2,3,0,3,4,,4,,"['AGREEMENT_SENT_START', 'AUXILIARY_DO_WITH_INCORRECT_VERB_FORM', 'COMP_THAN', 'HE_VERB_AGR']",43,16.22373228
499,5,141,721,4.205673759,20,31,6,4,4,9,5,0,4,0,0,0,1,,0,,['BELIVE_BELIEVE'],15,8.727085202
500,10,251,1312,4.294820717,42,49,14,13,14,40,10,0,3,0,0,0,2,,2,,"['HAVE_PART_AGREEMENT', 'PRP_VB']",31,35.08887443
501,39,597,2900,4.043551089,69,118,35,13,37,67,30,3,50,6,0,4,2,,0,,"['SINGULAR_VERB_AFTER_THESE_OR_THOSE', 'TWITTER']",55,27.34362389
502,28,480,2151,3.641666667,50,84,24,15,29,52,21,4,22,3,0,3,1,,0,,['BEEN_PART_AGREEMENT'],54,29.35725384
503,10,305,1427,3.757377049,47,38,16,10,20,51,10,0,11,0,0,0,1,,6,,['HAVE_PART_AGREEMENT'],45,17.18931894
504,49,726,3562,4.05922865,107,134,42,12,39,74,48,1,27,0,0,0,2,,2,,"['HE_VERB_AGR', 'BEEN_PART_AGREEMENT']",62,21.98412306
505,17,346,1833,4.427745665,48,75,25,10,13,23,16,0,8,1,0,1,1,,0,,['INCH_HYPHEN'],45,22.37157323
506,18,457,2342,4.242888403,63,98,27,19,31,33,16,1,25,1,0,0,2,,0,,"['DT_DT', 'MD_BASEFORM']",47,29.54175549
507,21,296,1469,4.101351351,28,54,23,8,17,19,21,0,6,0,0,0,0,,3,,[],32,13.62418794
508,14,300,1358,3.663333333,38,51,15,9,15,36,14,0,13,0,0,1,1,,2,,['ITS_TO_IT_S'],31,18.05099472
509,8,317,1518,3.839116719,57,56,15,12,18,52,6,0,0,0,0,2,1,,5,,['MISSING_TO_BEFORE_A_VERB'],40,15.98862445
510,27,446,2158,3.966367713,53,87,24,16,25,42,27,0,22,0,0,1,2,,4,,"['A_TO', 'A_RB_NN']",57,23.42721889
511,16,260,1263,4.011538462,24,59,16,6,8,25,15,1,10,0,0,1,0,,1,,[],23,15.51824217
512,15,336,1554,3.723214286,55,53,18,13,16,47,15,0,3,0,0,1,3,,4,,"['FEWER_LESS', 'HE_VERB_AGR', 'DT_DT']",38,15.32926079
513,34,517,2540,4.056092843,67,88,32,11,37,67,33,0,25,1,0,0,2,,1,,"['MD_BASEFORM', 'A_NNS']",50,19.58976483
514,27,429,1967,3.687645688,66,77,26,21,24,51,22,4,10,1,0,1,2,,1,,"['ON_COMPOUNDS', 'COMP_THAN']",57,17.80541222
515,20,363,1832,4.173553719,43,86,33,14,12,25,19,0,11,1,0,0,1,,1,,['A_NNS'],37,14.82991331
516,33,604,2932,4.024834437,79,121,37,21,26,36,32,0,36,1,0,0,1,,1,,['HE_VERB_AGR'],56,34.49636803
517,11,317,1457,3.738170347,50,59,14,7,13,31,10,0,4,1,0,1,0,,0,,[],41,20.96588813
518,16,259,1306,4.123552124,36,50,12,2,14,31,13,1,1,1,0,0,0,,0,,[],26,26.61189975
519,32,491,2476,4.175152749,68,86,35,19,23,49,32,0,19,0,0,2,1,,3,,['THIS_NNS'],53,30.98508946
520,24,549,2678,4,80,103,42,15,40,52,23,1,24,0,2,1,1,,1,,['NEITHER_NOR'],66,34.91997258
521,39,455,2025,3.608791209,60,74,17,14,16,48,31,0,13,8,0,0,0,,1,,[],42,11.73608154
522,20,398,1836,3.751256281,52,66,25,16,26,51,18,1,29,1,0,0,2,,3,,"['MAN_COMPOUNDS', 'ITS_TO_IT_S']",50,15.74118566
523,15,318,1492,3.795597484,49,61,15,8,10,49,15,0,13,0,0,0,0,,1,,[],31,18.05392178
524,17,285,1384,4.007017544,39,63,9,8,13,35,17,0,17,0,0,1,2,,0,,"['ON_SKYPE', 'TWITTER']",31,11.24415343
525,10,209,1008,3.909090909,30,36,11,13,10,35,10,0,5,0,0,1,1,,0,,['ITS_TO_IT_S'],27,17.96078997
526,6,254,1296,4.204724409,32,50,11,18,14,30,6,0,12,0,0,0,3,,0,,"['COMP_THAN', 'HE_VERB_AGR', 'HE_VERB_AGR']",36,35.43144617
527,23,498,2354,3.917670683,48,84,25,14,40,41,23,0,19,0,0,3,0,,0,,[],40,19.73955904
528,33,457,2175,3.881838074,61,75,17,14,25,73,20,2,3,11,0,0,1,,7,,['HE_VERB_AGR'],40,13.98105435
529,23,425,2102,4.037647059,72,85,15,22,20,56,23,0,7,0,0,1,4,,0,,"['PEOPLE_VBZ', 'DID_BASEFORM', 'RELATIVE_CLAUSE_AGREEMENT', 'BEEN_PART_AGREEMENT']",50,20.55576663
530,27,501,2419,3.948103792,72,94,24,16,18,71,27,0,19,0,0,3,1,,3,,['HAND_COMPOUNDS'],52,36.62476395
531,45,903,4616,4.295681063,118,173,35,14,51,90,34,6,29,4,0,2,2,,2,,"['SINGULAR_VERB_AFTER_THESE_OR_THOSE', 'THIS_NNS']",77,24.78132582
532,18,389,1863,3.876606684,47,68,17,13,23,42,17,0,3,1,0,0,2,,5,,"['HOME_COMPOUNDS', 'PRP_MD_NN']",76,37.20647713
533,22,369,1927,4.327913279,35,88,27,13,12,28,22,0,6,0,0,1,0,,0,,[],40,21.85185927
534,21,371,1774,3.892183288,61,76,20,18,16,46,21,0,14,0,0,2,1,,3,,['HAVE_PART_AGREEMENT'],39,8.071797207
535,16,354,1635,3.694915254,66,62,15,9,30,47,15,0,1,1,0,0,2,,8,,"['THANK_FULL', 'COMP_THAN']",62,38.46914211
536,9,409,2004,3.982885086,65,75,17,22,27,53,9,0,13,0,0,6,1,,3,,['PRP_VBG'],60,49.79287709
537,20,376,1867,4.045212766,54,69,13,8,13,54,17,0,6,3,0,0,3,,0,,"['BEEN_PART_AGREEMENT', 'MD_BASEFORM', 'TWO_CONNECTED_MODAL_VERBS']",50,20.46765936
538,34,472,2214,3.809322034,75,93,11,22,20,67,34,0,8,0,0,0,1,,4,,['TO_NON_BASE'],57,13.08426732
539,41,618,2986,3.980582524,78,111,27,20,28,66,37,2,28,2,0,2,0,,1,,[],63,15.08376574
540,32,350,1644,3.854285714,47,62,25,2,11,43,27,3,8,2,0,1,1,,1,,['HAVE_TWITTER'],33,8.444754724
541,18,386,2044,4.419689119,37,91,22,26,21,24,18,0,16,0,0,1,1,,0,,['PRP_MD_NN'],44,14.20046062
542,2,18,88,4.055555556,2,5,3,0,0,1,2,0,0,0,0,0,0,,0,,[],1,0.84657359
543,6,172,835,3.941860465,21,38,14,10,7,6,6,0,5,0,0,3,1,,0,,['ARN_T'],26,37.23581757
544,23,420,2101,4.119047619,66,84,16,13,21,63,23,0,19,0,0,0,0,,1,,[],42,7.273136238
545,24,440,2172,4.070454545,64,94,21,16,12,42,11,10,23,3,0,0,0,,1,,[],38,11.03078933
546,18,402,2065,4.315920398,47,66,24,14,14,35,16,0,16,2,0,2,0,,3,,[],36,13.12641846
547,39,681,3356,4.070484581,88,132,45,24,26,74,37,1,29,1,0,0,4,,2,,"['OBJECTIVE_CASE', 'ARE_WE_HAVE', 'TWITTER', 'ON_SKYPE']",79,35.44084781
548,19,413,2139,4.263922518,65,119,27,10,9,32,19,0,8,0,0,3,5,,4,,"['NEWS_COMPOUNDS', 'BELIVE_BELIEVE', 'A_NNS', 'NEWS_COMPOUNDS', 'PLURAL_VERB_AFTER_THIS']",40,11.33125282
549,13,249,1136,3.763052209,39,28,16,6,4,39,13,0,7,0,0,0,2,,1,,"['PRP_MD_NN', 'MISSING_ARTICLE']",21,4.989616033
550,22,443,2230,4.106094808,69,89,28,27,24,41,22,0,9,0,0,1,2,,5,,"['FEWER_LESS', 'PRP_JJ']",51,17.4603263
551,19,447,2268,4.147651007,59,88,30,17,22,52,19,0,2,0,0,0,2,,5,,"['A_INFORMATION', 'HE_VERB_AGR']",59,24.97554433
552,33,629,3018,3.979332273,89,98,41,17,28,63,30,0,23,3,0,1,1,,2,,['SUPERLATIVE_THAN'],56,17.36930244
553,34,608,2814,3.766447368,89,100,27,20,41,80,31,2,13,1,0,1,2,,5,,"['WHERE_MD_VB', 'BUNCH_OF']",78,34.14736239
554,37,604,2940,3.96192053,104,113,32,21,35,77,37,0,7,0,0,0,6,,6,,"['ITS_TO_IT_S', 'MOST_SUPERLATIVE', 'THERE_S_MANY', 'THE_THEY', 'A_HEADS_UP', 'AGREEMENT_SENT_START']",77,17.48491365
555,23,562,2776,4.112099644,77,106,34,17,45,47,22,0,57,1,0,0,1,,1,,['MISSING_ARTICLE'],63,32.45199508
556,25,591,2978,4.187817259,72,129,36,17,39,31,21,1,27,3,0,0,1,,0,,['DOOR_COMPOUNDS'],54,38.76480051
557,18,424,1996,3.846698113,55,72,26,18,34,49,15,2,12,1,0,0,1,,3,,['BEEN_PART_AGREEMENT'],50,20.1805806
558,20,376,1774,3.845744681,57,68,19,8,14,50,19,0,3,1,0,1,3,,5,,"['HAVE_PART_AGREEMENT', 'DOUBLE_NEGATIVE', 'NON3PRS_VERB']",33,21.42795128
559,31,561,2651,3.875222816,73,93,42,17,36,47,19,10,19,2,0,0,1,,4,,['EQUALLY_AS'],65,29.55250594
560,14,220,1061,4.013636364,28,47,14,15,4,24,14,0,8,0,0,1,1,,1,,['MICROSOFT_PRODUCTS'],34,8.5281678
561,26,484,2456,4.223140496,77,109,33,14,18,38,23,3,15,1,0,4,1,,1,,['CA_BRAND_NEW'],46,10.69011393
562,27,515,2531,4.011650485,75,101,36,24,21,64,22,0,13,5,0,1,4,,3,,"['DOWN_COMPOUNDS', 'ITS_TO_IT_S', 'ITS_TO_IT_S', 'WANT_TO_NN']",71,27.76670232
563,19,292,1516,4.287671233,37,65,17,4,11,27,19,0,2,0,0,0,4,,0,,"['THANK_FULL', 'ON_SKYPE', 'A_NNS', 'BELIVE_BELIEVE']",25,21.53598373
564,11,276,1353,3.981884058,35,57,16,12,14,36,11,0,2,0,0,2,0,,0,,[],31,22.49407538
565,26,468,2294,4.004273504,71,100,23,14,26,54,25,0,16,1,1,1,8,,1,,"['WRITE_UP_HYPHEN', 'MICROSOFT_PRODUCTS', 'HOW_COMPOUNDS', 'SOME_NN_VBP', 'NON3PRS_VERB', 'TWITTER', 'SO_CALLED_HYPHEN', 'MASS_AGREEMENT']",53,21.06608228
566,17,344,1670,3.930232558,42,69,19,10,11,40,16,0,7,1,0,1,5,,2,,"['NODT_DOZEN', 'USE_TO_VERB', 'PERS_PRONOUN_AGREEMENT', 'IT_VBZ', 'BELIVE_BELIEVE']",39,31.67302078
567,25,560,2538,3.675,81,85,23,29,31,76,24,0,16,1,0,1,3,,3,,"['PRP_VB', 'BUILT_IN_HYPHEN', 'ADVISE_VBG']",80,29.01762616
568,23,421,2165,4.280285036,57,108,31,17,22,27,21,0,18,2,0,0,0,,2,,[],40,13.02064898
569,29,638,3279,4.268025078,76,137,40,10,49,29,27,0,48,2,0,0,0,,0,,[],82,51.41689582
570,38,665,3368,4.178947368,85,137,36,15,27,60,38,0,21,0,1,2,4,,0,,"['CYBER_COMPOUNDS', 'CYBER_COMPOUNDS', 'CYBER_COMPOUNDS', 'CYBER_COMPOUNDS']",64,35.88877469
571,28,300,1374,3.726666667,39,51,14,8,10,46,22,2,10,4,0,0,1,,1,,['THE_SENT_END'],34,10.34178025
572,23,462,2434,4.374458874,60,103,24,17,26,47,22,0,13,0,0,0,1,,1,,['PRP_MD_NN'],68,35.11594826
573,20,417,2043,4.026378897,60,78,20,17,18,63,17,3,19,1,0,0,3,,3,,"['NODT_DOZEN', 'STEP_BY_STEP_HYPHEN', 'HE_VERB_AGR']",38,14.74731705
574,6,165,778,3.824242424,24,31,8,8,7,22,6,0,2,0,0,3,3,,2,,"['THIS_NNS', 'TWITTER', 'BEEN_PART_AGREEMENT']",15,13.77753129
575,15,283,1427,4.106007067,51,63,9,21,7,37,15,0,6,0,0,0,1,,4,,['THE_PUNCT'],41,17.49597622
576,22,406,1908,3.852216749,48,77,16,16,14,36,22,0,4,0,0,1,0,,0,,[],35,12.92005251
577,31,560,2471,3.569642857,72,90,24,25,49,69,28,1,28,2,0,1,2,,3,,"['A_NNS', 'ARTICLE_ADJECTIVE_OF']",76,30.21876042
578,29,425,2111,4.077647059,56,83,23,13,14,56,24,6,9,2,0,0,0,,1,,[],52,23.39612254
579,35,454,2286,4.185022026,64,90,33,15,10,49,34,0,11,1,0,0,0,,1,,[],40,11.87999669
580,20,564,2447,3.478723404,82,74,21,19,44,78,20,0,20,0,0,2,2,,5,,"['USE_TO_VERB', 'DOUBLE_NEGATIVE']",79,66.79510798
581,15,596,2719,3.677852349,92,87,19,36,36,79,15,0,11,0,0,1,1,,10,,['FURTHER_MORE_COMPOUND'],102,91.3564753
582,44,714,3667,4.259103641,91,139,53,25,38,52,28,14,34,2,0,0,2,,1,,"['MD_BASEFORM', 'MOST_SOME_OF_NNS']",77,27.04838861
583,20,344,1608,3.813953488,44,66,16,12,11,51,20,0,13,0,0,0,0,,0,,[],33,15.23707715
584,32,455,2080,3.687912088,62,83,19,14,17,77,27,0,13,5,0,4,5,,3,,"['A_NNS', 'ITS_TO_IT_S', 'BEEN_PART_AGREEMENT', 'BEEN_PART_AGREEMENT', 'BEEN_PART_AGREEMENT']",53,14.27066027
585,32,601,2917,3.995008319,77,122,42,33,25,54,27,4,22,2,0,5,4,,4,,"['MICROSOFT_PRODUCTS', 'HAVE_TWITTER', 'PRP_JJ', 'HE_VERB_AGR']",92,41.44881061
586,6,111,544,4,18,16,9,6,5,9,6,0,1,0,0,0,0,,0,,[],14,13.83186855
587,13,167,759,3.664670659,26,29,8,7,11,24,13,0,2,0,0,1,2,,0,,"['DOSNT', 'HE_VERB_AGR']",22,10.82582675
588,23,419,1992,3.856801909,58,69,23,14,27,41,23,0,9,0,0,0,1,,3,,['OTHER_WISE_COMPOUND'],53,27.93370157
589,27,277,1381,4.140794224,44,60,18,7,11,25,21,3,7,3,0,3,2,,2,,"['SUBJECT_VERB_AGREEMENT_PLURAL', 'PRP_WONT']",24,9.095014239
